Date,Close
23/09/2005 18.00.00,"3331,55"
26/09/2005 18.00.00,"3400,93"
27/09/2005 18.00.00,"3384,24"
28/09/2005 18.00.00,"3429,42"
29/09/2005 18.00.00,"3412,75"
30/09/2005 18.00.00,"3428,51"
03/10/2005 18.00.00,"3449,34"
04/10/2005 18.00.00,"3464,23"
05/10/2005 18.00.00,"3418,84"
06/10/2005 18.00.00,"3384,15"
07/10/2005 18.00.00,"3374,1"
10/10/2005 18.00.00,"3381,17"
11/10/2005 18.00.00,"3387,46"
12/10/2005 18.00.00,"3359,85"
13/10/2005 18.00.00,"3331,42"
14/10/2005 18.00.00,"3349,58"
17/10/2005 18.00.00,"3356,77"
18/10/2005 18.00.00,"3334,79"
19/10/2005 18.00.00,"3279,61"
20/10/2005 18.00.00,"3284,78"
21/10/2005 18.00.00,"3271,05"
24/10/2005 18.00.00,"3310,13"
25/10/2005 18.00.00,"3292,52"
26/10/2005 18.00.00,"3304,27"
27/10/2005 18.00.00,"3241,14"
28/10/2005 18.00.00,"3245,98"
31/10/2005 18.00.00,"3320,15"
01/11/2005 18.00.00,"3312,45"
02/11/2005 18.00.00,"3320,62"
03/11/2005 18.00.00,"3361,64"
04/11/2005 18.00.00,"3355,28"
07/11/2005 18.00.00,"3362,83"
08/11/2005 18.00.00,"3361,75"
09/11/2005 18.00.00,"3355,77"
10/11/2005 18.00.00,"3361,05"
11/11/2005 18.00.00,"3406,23"
14/11/2005 18.00.00,"3412,19"
15/11/2005 18.00.00,"3413,96"
16/11/2005 18.00.00,"3391,59"
17/11/2005 18.00.00,"3404,12"
18/11/2005 18.00.00,"3427,18"
21/11/2005 18.00.00,"3450,01"
22/11/2005 18.00.00,"3450,51"
23/11/2005 18.00.00,"3471,43"
24/11/2005 18.00.00,"3459,15"
25/11/2005 18.00.00,"3466,08"
28/11/2005 18.00.00,"3453,11"
29/11/2005 18.00.00,"3463,67"
30/11/2005 18.00.00,"3447,07"
01/12/2005 18.00.00,"3501,54"
02/12/2005 18.00.00,"3519,66"
05/12/2005 18.00.00,"3499,4"
06/12/2005 18.00.00,"3516,84"
07/12/2005 18.00.00,"3505,34"
08/12/2005 18.00.00,"3510,38"
09/12/2005 18.00.00,"3500,8"
12/12/2005 18.00.00,"3514,07"
13/12/2005 18.00.00,"3528,34"
14/12/2005 18.00.00,"3519,12"
15/12/2005 18.00.00,"3522,3"
16/12/2005 18.00.00,"3556,76"
19/12/2005 18.00.00,"3551,1"
20/12/2005 18.00.00,"3561,11"
21/12/2005 18.00.00,"3591,94"
22/12/2005 18.00.00,"3591,02"
23/12/2005 18.00.00,"3599,47"
27/12/2005 18.00.00,"3612,21"
28/12/2005 18.00.00,"3605,12"
29/12/2005 18.00.00,"3616,33"
30/12/2005 18.00.00,"3578,93"
02/01/2006 18.00.00,"3604,33"
03/01/2006 18.00.00,"3614,34"
04/01/2006 18.00.00,"3652,46"
05/01/2006 18.00.00,"3650,24"
06/01/2006 18.00.00,"3666,99"
09/01/2006 18.00.00,"3671,78"
10/01/2006 18.00.00,"3644,94"
11/01/2006 18.00.00,"3668,61"
12/01/2006 18.00.00,"3670,2"
13/01/2006 18.00.00,"3629,25"
16/01/2006 18.00.00,"3644,41"
17/01/2006 18.00.00,"3610,07"
18/01/2006 18.00.00,"3570,17"
19/01/2006 18.00.00,"3593,22"
20/01/2006 18.00.00,"3550,8"
23/01/2006 18.00.00,"3544,31"
24/01/2006 18.00.00,"3532,68"
25/01/2006 18.00.00,3578
26/01/2006 18.00.00,"3641,42"
27/01/2006 18.00.00,"3685,48"
30/01/2006 18.00.00,"3677,52"
31/01/2006 18.00.00,"3691,41"
01/02/2006 18.00.00,"3728,34"
02/02/2006 18.00.00,"3677,05"
03/02/2006 18.00.00,"3678,48"
06/02/2006 18.00.00,"3682,32"
07/02/2006 18.00.00,"3680,8"
08/02/2006 18.00.00,"3671,37"
09/02/2006 18.00.00,"3726,81"
10/02/2006 18.00.00,"3695,63"
13/02/2006 18.00.00,"3727,46"
14/02/2006 18.00.00,"3734,48"
15/02/2006 18.00.00,"3729,79"
16/02/2006 18.00.00,"3756,47"
17/02/2006 18.00.00,"3767,7"
20/02/2006 18.00.00,"3766,74"
21/02/2006 18.00.00,"3779,51"
22/02/2006 18.00.00,"3818,48"
23/02/2006 18.00.00,"3813,29"
24/02/2006 18.00.00,3826
27/02/2006 18.00.00,"3840,56"
28/02/2006 18.00.00,"3774,51"
01/03/2006 18.00.00,"3806,03"
02/03/2006 18.00.00,"3763,73"
03/03/2006 18.00.00,"3733,95"
06/03/2006 18.00.00,"3754,07"
07/03/2006 18.00.00,"3745,2"
08/03/2006 18.00.00,"3727,96"
09/03/2006 18.00.00,"3757,73"
10/03/2006 18.00.00,"3798,46"
13/03/2006 18.00.00,"3824,97"
14/03/2006 18.00.00,"3833,48"
15/03/2006 18.00.00,"3842,16"
16/03/2006 18.00.00,"3839,71"
17/03/2006 18.00.00,"3832,43"
20/03/2006 18.00.00,"3842,1"
21/03/2006 18.00.00,"3848,17"
22/03/2006 18.00.00,"3868,48"
23/03/2006 18.00.00,"3860,13"
24/03/2006 18.00.00,"3870,89"
27/03/2006 18.00.00,"3827,93"
28/03/2006 18.00.00,"3811,22"
29/03/2006 18.00.00,"3826,3"
30/03/2006 18.00.00,"3874,61"
31/03/2006 18.00.00,"3853,74"
03/04/2006 18.00.00,"3878,64"
04/04/2006 18.00.00,"3850,11"
05/04/2006 18.00.00,"3863,92"
06/04/2006 18.00.00,"3861,29"
07/04/2006 18.00.00,"3823,11"
10/04/2006 18.00.00,"3843,52"
11/04/2006 18.00.00,"3788,81"
12/04/2006 18.00.00,"3776,94"
13/04/2006 18.00.00,"3779,94"
18/04/2006 18.00.00,"3770,79"
19/04/2006 18.00.00,"3820,96"
20/04/2006 18.00.00,3860
21/04/2006 18.00.00,"3888,46"
24/04/2006 18.00.00,"3862,27"
25/04/2006 18.00.00,"3871,09"
26/04/2006 18.00.00,3887
27/04/2006 18.00.00,"3865,42"
28/04/2006 18.00.00,"3839,9"
02/05/2006 18.00.00,"3862,24"
03/05/2006 18.00.00,"3821,97"
04/05/2006 18.00.00,"3843,08"
05/05/2006 18.00.00,"3874,32"
08/05/2006 18.00.00,"3877,53"
09/05/2006 18.00.00,"3890,94"
10/05/2006 18.00.00,"3863,56"
11/05/2006 18.00.00,"3837,86"
12/05/2006 18.00.00,"3750,44"
15/05/2006 18.00.00,"3711,16"
16/05/2006 18.00.00,"3730,36"
17/05/2006 18.00.00,"3605,19"
18/05/2006 18.00.00,"3606,33"
19/05/2006 18.00.00,"3625,25"
22/05/2006 18.00.00,"3539,77"
23/05/2006 18.00.00,"3620,28"
24/05/2006 18.00.00,"3574,86"
25/05/2006 18.00.00,3635
26/05/2006 18.00.00,"3699,8"
29/05/2006 18.00.00,"3679,57"
30/05/2006 18.00.00,"3590,91"
31/05/2006 18.00.00,"3637,17"
01/06/2006 18.00.00,"3648,33"
02/06/2006 18.00.00,"3636,89"
05/06/2006 18.00.00,"3604,33"
06/06/2006 18.00.00,"3529,1"
07/06/2006 18.00.00,"3562,36"
08/06/2006 18.00.00,"3462,37"
09/06/2006 18.00.00,"3520,99"
12/06/2006 18.00.00,"3480,76"
13/06/2006 18.00.00,"3408,02"
14/06/2006 18.00.00,"3414,21"
15/06/2006 18.00.00,"3493,25"
16/06/2006 18.00.00,"3463,56"
19/06/2006 18.00.00,"3490,24"
20/06/2006 18.00.00,"3514,83"
21/06/2006 18.00.00,"3526,86"
22/06/2006 18.00.00,"3544,85"
23/06/2006 18.00.00,"3550,15"
26/06/2006 18.00.00,"3534,84"
27/06/2006 18.00.00,"3506,93"
28/06/2006 18.00.00,"3506,02"
29/06/2006 18.00.00,"3582,61"
30/06/2006 18.00.00,"3648,92"
03/07/2006 18.00.00,"3662,92"
04/07/2006 18.00.00,"3670,75"
05/07/2006 18.00.00,"3618,64"
06/07/2006 18.00.00,"3662,39"
07/07/2006 18.00.00,"3651,33"
10/07/2006 18.00.00,"3666,51"
11/07/2006 18.00.00,"3617,78"
12/07/2006 18.00.00,"3630,5"
13/07/2006 18.00.00,"3562,56"
14/07/2006 18.00.00,"3508,25"
17/07/2006 18.00.00,"3498,62"
18/07/2006 18.00.00,"3492,11"
19/07/2006 18.00.00,"3585,65"
20/07/2006 18.00.00,"3589,63"
21/07/2006 18.00.00,"3557,08"
24/07/2006 18.00.00,"3632,93"
25/07/2006 18.00.00,"3631,5"
26/07/2006 18.00.00,"3640,75"
27/07/2006 18.00.00,"3681,55"
28/07/2006 18.00.00,"3710,6"
31/07/2006 18.00.00,"3691,87"
01/08/2006 18.00.00,"3640,6"
02/08/2006 18.00.00,"3696,35"
03/08/2006 18.00.00,"3667,91"
04/08/2006 18.00.00,"3718,09"
07/08/2006 18.00.00,"3658,25"
08/08/2006 18.00.00,"3668,1"
09/08/2006 18.00.00,"3707,19"
10/08/2006 18.00.00,"3675,44"
11/08/2006 18.00.00,"3675,06"
14/08/2006 18.00.00,"3719,11"
15/08/2006 18.00.00,"3766,38"
16/08/2006 18.00.00,"3791,1"
17/08/2006 18.00.00,"3800,1"
18/08/2006 18.00.00,"3791,4"
21/08/2006 18.00.00,"3777,25"
22/08/2006 18.00.00,"3792,55"
23/08/2006 18.00.00,"3758,98"
24/08/2006 18.00.00,"3781,87"
25/08/2006 18.00.00,"3781,17"
28/08/2006 18.00.00,"3808,57"
29/08/2006 18.00.00,"3806,81"
30/08/2006 18.00.00,"3817,86"
31/08/2006 18.00.00,"3808,7"
01/09/2006 18.00.00,"3820,89"
04/09/2006 18.00.00,"3837,61"
05/09/2006 18.00.00,"3817,76"
06/09/2006 18.00.00,"3772,21"
07/09/2006 18.00.00,"3739,7"
08/09/2006 18.00.00,"3750,08"
11/09/2006 18.00.00,"3742,06"
12/09/2006 18.00.00,"3788,96"
13/09/2006 18.00.00,"3805,55"
14/09/2006 18.00.00,"3796,59"
15/09/2006 18.00.00,"3812,11"
18/09/2006 18.00.00,"3808,47"
19/09/2006 18.00.00,"3780,18"
20/09/2006 18.00.00,"3841,31"
21/09/2006 18.00.00,"3857,14"
22/09/2006 18.00.00,"3812,73"
25/09/2006 18.00.00,"3822,12"
26/09/2006 18.00.00,"3872,92"
27/09/2006 18.00.00,"3896,18"
28/09/2006 18.00.00,"3894,98"
29/09/2006 18.00.00,"3899,41"
02/10/2006 18.00.00,"3892,48"
03/10/2006 18.00.00,"3880,14"
04/10/2006 18.00.00,"3914,73"
05/10/2006 18.00.00,"3939,86"
06/10/2006 18.00.00,"3940,31"
09/10/2006 18.00.00,"3939,48"
10/10/2006 18.00.00,"3960,67"
11/10/2006 18.00.00,"3967,39"
12/10/2006 18.00.00,"3999,89"
13/10/2006 18.00.00,"3999,07"
16/10/2006 18.00.00,"4001,97"
17/10/2006 18.00.00,"3949,57"
18/10/2006 18.00.00,"3991,38"
19/10/2006 18.00.00,"3986,82"
20/10/2006 18.00.00,"3998,19"
23/10/2006 18.00.00,"4019,02"
24/10/2006 18.00.00,"4014,01"
25/10/2006 18.00.00,"4019,14"
26/10/2006 18.00.00,"4027,29"
27/10/2006 18.00.00,"4017,27"
30/10/2006 18.00.00,"4004,92"
31/10/2006 18.00.00,"4004,8"
01/11/2006 18.00.00,"4014,34"
02/11/2006 18.00.00,"3974,62"
03/11/2006 18.00.00,"3990,46"
06/11/2006 18.00.00,"4045,22"
07/11/2006 18.00.00,"4072,86"
08/11/2006 18.00.00,"4073,81"
09/11/2006 18.00.00,4073
10/11/2006 18.00.00,"4063,84"
13/11/2006 18.00.00,"4086,14"
14/11/2006 18.00.00,"4084,33"
15/11/2006 18.00.00,"4108,83"
16/11/2006 18.00.00,"4109,81"
17/11/2006 18.00.00,"4080,03"
20/11/2006 18.00.00,"4095,75"
21/11/2006 18.00.00,"4096,06"
22/11/2006 18.00.00,"4094,97"
23/11/2006 18.00.00,"4085,76"
24/11/2006 18.00.00,"4048,16"
27/11/2006 18.00.00,"3978,25"
28/11/2006 18.00.00,"3975,11"
29/11/2006 18.00.00,"4023,09"
30/11/2006 18.00.00,"3987,23"
01/12/2006 18.00.00,"3932,09"
04/12/2006 18.00.00,"3962,93"
05/12/2006 18.00.00,"4007,94"
06/12/2006 18.00.00,"4002,31"
07/12/2006 18.00.00,"4018,69"
08/12/2006 18.00.00,"4019,89"
11/12/2006 18.00.00,"4052,89"
12/12/2006 18.00.00,"4059,74"
13/12/2006 18.00.00,"4094,33"
14/12/2006 18.00.00,"4118,84"
15/12/2006 18.00.00,"4140,66"
18/12/2006 18.00.00,"4130,06"
19/12/2006 18.00.00,"4100,48"
20/12/2006 18.00.00,"4118,54"
21/12/2006 18.00.00,"4112,1"
22/12/2006 18.00.00,"4073,5"
27/12/2006 18.00.00,"4134,86"
28/12/2006 18.00.00,"4130,66"
29/12/2006 18.00.00,"4119,94"
02/01/2007 18.00.00,"4182,12"
03/01/2007 18.00.00,"4188,24"
04/01/2007 18.00.00,"4177,76"
05/01/2007 18.00.00,"4129,35"
08/01/2007 18.00.00,"4123,33"
09/01/2007 18.00.00,"4129,49"
10/01/2007 18.00.00,"4090,88"
11/01/2007 18.00.00,"4165,95"
12/01/2007 18.00.00,"4174,8"
15/01/2007 18.00.00,"4187,36"
16/01/2007 18.00.00,"4169,18"
17/01/2007 18.00.00,"4146,73"
18/01/2007 18.00.00,"4137,31"
19/01/2007 18.00.00,"4173,07"
22/01/2007 18.00.00,"4140,61"
23/01/2007 18.00.00,"4140,19"
24/01/2007 18.00.00,"4187,55"
25/01/2007 18.00.00,"4175,7"
26/01/2007 18.00.00,"4149,01"
29/01/2007 18.00.00,"4166,83"
30/01/2007 18.00.00,"4195,22"
31/01/2007 18.00.00,"4178,54"
01/02/2007 18.00.00,"4211,32"
02/02/2007 18.00.00,"4228,39"
05/02/2007 18.00.00,"4227,47"
06/02/2007 18.00.00,"4233,47"
07/02/2007 18.00.00,"4251,06"
08/02/2007 18.00.00,"4225,92"
09/02/2007 18.00.00,"4248,24"
12/02/2007 18.00.00,"4213,85"
13/02/2007 18.00.00,"4239,03"
14/02/2007 18.00.00,"4267,02"
15/02/2007 18.00.00,"4258,13"
16/02/2007 18.00.00,"4247,4"
19/02/2007 18.00.00,"4266,23"
20/02/2007 18.00.00,"4250,3"
21/02/2007 18.00.00,"4232,52"
22/02/2007 18.00.00,"4241,48"
23/02/2007 18.00.00,"4245,99"
26/02/2007 18.00.00,"4272,32"
27/02/2007 18.00.00,"4156,73"
28/02/2007 18.00.00,"4087,12"
01/03/2007 18.00.00,"4031,3"
02/03/2007 18.00.00,"4011,63"
05/03/2007 18.00.00,"3980,06"
06/03/2007 18.00.00,"4010,39"
07/03/2007 18.00.00,"4021,97"
08/03/2007 18.00.00,"4082,58"
09/03/2007 18.00.00,"4091,67"
12/03/2007 18.00.00,"4066,78"
13/03/2007 18.00.00,"4017,74"
14/03/2007 18.00.00,"3906,15"
15/03/2007 18.00.00,"3985,57"
16/03/2007 18.00.00,"3984,54"
19/03/2007 18.00.00,"4055,49"
20/03/2007 18.00.00,"4079,52"
21/03/2007 18.00.00,"4078,29"
22/03/2007 18.00.00,"4170,08"
23/03/2007 18.00.00,"4191,58"
26/03/2007 18.00.00,"4142,11"
27/03/2007 18.00.00,"4153,61"
28/03/2007 18.00.00,"4128,2"
29/03/2007 18.00.00,"4180,07"
30/03/2007 18.00.00,"4181,03"
02/04/2007 18.00.00,"4189,55"
03/04/2007 18.00.00,"4246,3"
04/04/2007 18.00.00,"4261,83"
05/04/2007 18.00.00,"4271,54"
10/04/2007 18.00.00,"4301,47"
11/04/2007 18.00.00,"4293,2"
12/04/2007 18.00.00,"4280,02"
13/04/2007 18.00.00,"4317,35"
16/04/2007 18.00.00,"4379,25"
17/04/2007 18.00.00,"4384,38"
18/04/2007 18.00.00,"4358,95"
19/04/2007 18.00.00,"4339,93"
20/04/2007 18.00.00,"4416,79"
23/04/2007 18.00.00,"4400,12"
24/04/2007 18.00.00,"4367,83"
25/04/2007 18.00.00,"4404,44"
26/04/2007 18.00.00,"4414,21"
27/04/2007 18.00.00,"4383,13"
30/04/2007 18.00.00,"4392,34"
02/05/2007 18.00.00,"4415,48"
03/05/2007 18.00.00,"4427,32"
04/05/2007 18.00.00,"4445,59"
07/05/2007 18.00.00,"4441,31"
08/05/2007 18.00.00,"4411,32"
09/05/2007 18.00.00,"4425,03"
10/05/2007 18.00.00,"4391,87"
11/05/2007 18.00.00,"4423,07"
14/05/2007 18.00.00,"4413,72"
15/05/2007 18.00.00,"4441,03"
16/05/2007 18.00.00,"4422,62"
17/05/2007 18.00.00,"4428,57"
18/05/2007 18.00.00,"4480,81"
21/05/2007 18.00.00,"4465,54"
22/05/2007 18.00.00,"4469,88"
23/05/2007 18.00.00,"4499,69"
24/05/2007 18.00.00,"4452,7"
25/05/2007 18.00.00,"4463,52"
29/05/2007 18.00.00,"4474,81"
30/05/2007 18.00.00,"4468,72"
31/05/2007 18.00.00,"4512,65"
01/06/2007 18.00.00,"4556,97"
04/06/2007 18.00.00,"4537,81"
05/06/2007 18.00.00,"4513,18"
06/06/2007 18.00.00,"4437,29"
07/06/2007 18.00.00,"4381,45"
08/06/2007 18.00.00,"4376,42"
11/06/2007 18.00.00,"4415,5"
12/06/2007 18.00.00,"4383,02"
13/06/2007 18.00.00,"4401,68"
14/06/2007 18.00.00,"4485,04"
15/06/2007 18.00.00,4551
18/06/2007 18.00.00,"4530,22"
19/06/2007 18.00.00,"4527,22"
20/06/2007 18.00.00,"4545,61"
21/06/2007 18.00.00,"4488,66"
22/06/2007 18.00.00,"4479,36"
25/06/2007 18.00.00,"4471,13"
26/06/2007 18.00.00,"4433,04"
27/06/2007 18.00.00,"4412,12"
28/06/2007 18.00.00,"4457,99"
29/06/2007 18.00.00,"4489,77"
02/07/2007 18.00.00,"4470,26"
03/07/2007 18.00.00,"4513,01"
04/07/2007 18.00.00,"4524,24"
05/07/2007 18.00.00,"4491,87"
06/07/2007 18.00.00,"4524,45"
09/07/2007 18.00.00,"4528,76"
10/07/2007 18.00.00,"4474,15"
11/07/2007 18.00.00,"4447,52"
12/07/2007 18.00.00,"4517,7"
13/07/2007 18.00.00,"4542,57"
16/07/2007 18.00.00,"4557,57"
17/07/2007 18.00.00,"4538,31"
18/07/2007 18.00.00,"4472,22"
19/07/2007 18.00.00,"4522,64"
20/07/2007 18.00.00,"4445,23"
23/07/2007 18.00.00,"4482,75"
24/07/2007 18.00.00,"4412,06"
25/07/2007 18.00.00,"4360,9"
26/07/2007 18.00.00,"4252,92"
27/07/2007 18.00.00,"4244,58"
30/07/2007 18.00.00,"4239,18"
31/07/2007 18.00.00,"4315,69"
01/08/2007 18.00.00,"4237,05"
02/08/2007 18.00.00,"4288,66"
03/08/2007 18.00.00,"4229,19"
06/08/2007 18.00.00,"4202,78"
07/08/2007 18.00.00,"4276,8"
08/08/2007 18.00.00,"4364,22"
09/08/2007 18.00.00,"4275,18"
10/08/2007 18.00.00,"4161,29"
13/08/2007 18.00.00,"4255,79"
14/08/2007 18.00.00,"4195,6"
15/08/2007 18.00.00,"4183,06"
16/08/2007 18.00.00,"4062,33"
17/08/2007 18.00.00,"4157,2"
20/08/2007 18.00.00,"4173,29"
21/08/2007 18.00.00,"4175,07"
22/08/2007 18.00.00,"4226,52"
23/08/2007 18.00.00,"4225,89"
24/08/2007 18.00.00,"4238,63"
27/08/2007 18.00.00,"4240,95"
28/08/2007 18.00.00,"4170,68"
29/08/2007 18.00.00,"4193,58"
30/08/2007 18.00.00,"4246,12"
31/08/2007 18.00.00,"4294,56"
03/09/2007 18.00.00,"4295,99"
04/09/2007 18.00.00,"4324,35"
05/09/2007 18.00.00,"4235,41"
06/09/2007 18.00.00,"4256,12"
07/09/2007 18.00.00,"4162,42"
11/09/2007 18.00.00,"4197,35"
12/09/2007 18.00.00,"4210,69"
13/09/2007 18.00.00,"4249,01"
14/09/2007 18.00.00,"4221,34"
17/09/2007 18.00.00,"4184,61"
18/09/2007 18.00.00,"4264,42"
19/09/2007 18.00.00,"4389,33"
20/09/2007 18.00.00,"4366,16"
21/09/2007 18.00.00,"4370,35"
24/09/2007 18.00.00,"4360,63"
25/09/2007 18.00.00,"4328,89"
26/09/2007 18.00.00,"4364,4"
27/09/2007 18.00.00,"4388,98"
28/09/2007 18.00.00,"4381,71"
01/10/2007 18.00.00,"4409,65"
02/10/2007 18.00.00,"4427,01"
03/10/2007 18.00.00,"4421,58"
04/10/2007 18.00.00,"4420,39"
05/10/2007 18.00.00,"4455,31"
08/10/2007 18.00.00,"4435,87"
09/10/2007 18.00.00,"4447,58"
10/10/2007 18.00.00,"4442,61"
11/10/2007 18.00.00,"4473,57"
12/10/2007 18.00.00,"4476,02"
15/10/2007 18.00.00,"4434,98"
16/10/2007 18.00.00,"4420,91"
17/10/2007 18.00.00,"4441,8"
18/10/2007 18.00.00,"4420,38"
19/10/2007 18.00.00,"4411,26"
22/10/2007 18.00.00,"4356,24"
23/10/2007 18.00.00,"4378,42"
24/10/2007 18.00.00,"4357,14"
25/10/2007 18.00.00,"4412,12"
26/10/2007 18.00.00,"4440,23"
29/10/2007 18.00.00,"4471,46"
30/10/2007 18.00.00,"4462,95"
31/10/2007 18.00.00,"4489,79"
01/11/2007 18.00.00,"4415,27"
02/11/2007 18.00.00,"4410,08"
05/11/2007 18.00.00,"4392,8"
06/11/2007 18.00.00,"4407,34"
07/11/2007 18.00.00,"4400,34"
08/11/2007 18.00.00,"4363,6"
09/11/2007 18.00.00,"4297,83"
12/11/2007 18.00.00,"4302,88"
13/11/2007 18.00.00,"4311,98"
14/11/2007 18.00.00,"4338,28"
15/11/2007 18.00.00,"4301,44"
16/11/2007 18.00.00,"4282,4"
19/11/2007 18.00.00,"4226,7"
20/11/2007 18.00.00,"4277,24"
21/11/2007 18.00.00,"4195,58"
22/11/2007 18.00.00,"4208,92"
27/11/2007 18.00.00,"4224,44"
28/11/2007 18.00.00,"4321,74"
29/11/2007 18.00.00,4347
30/11/2007 18.00.00,"4394,95"
03/12/2007 18.00.00,"4371,67"
04/12/2007 18.00.00,"4339,1"
05/12/2007 18.00.00,4410
06/12/2007 18.00.00,"4414,66"
07/12/2007 18.00.00,"4446,34"
10/12/2007 18.00.00,"4465,52"
11/12/2007 18.00.00,"4449,95"
12/12/2007 18.00.00,"4469,47"
13/12/2007 18.00.00,"4370,76"
14/12/2007 18.00.00,"4384,65"
17/12/2007 18.00.00,"4312,47"
19/12/2007 18.00.00,"4301,34"
20/12/2007 18.00.00,"4314,7"
21/12/2007 18.00.00,"4384,55"
27/12/2007 18.00.00,"4404,61"
28/12/2007 18.00.00,"4404,64"
31/12/2007 18.00.00,"4399,72"
02/01/2008 18.00.00,"4339,23"
03/01/2008 18.00.00,"4333,42"
04/01/2008 18.00.00,"4270,53"
07/01/2008 18.00.00,"4283,37"
08/01/2008 18.00.00,"4295,23"
09/01/2008 18.00.00,"4258,32"
10/01/2008 18.00.00,"4237,62"
11/01/2008 18.00.00,"4225,31"
14/01/2008 18.00.00,"4236,68"
15/01/2008 18.00.00,"4140,94"
16/01/2008 18.00.00,"4108,34"
17/01/2008 18.00.00,"4065,76"
18/01/2008 18.00.00,"3995,17"
21/01/2008 18.00.00,"3703,05"
22/01/2008 18.00.00,"3753,68"
23/01/2008 18.00.00,"3577,99"
24/01/2008 18.00.00,"3809,07"
25/01/2008 18.00.00,"3777,06"
28/01/2008 18.00.00,"3765,41"
29/01/2008 18.00.00,"3810,01"
30/01/2008 18.00.00,"3789,31"
31/01/2008 18.00.00,"3792,8"
01/02/2008 18.00.00,"3867,47"
04/02/2008 18.00.00,"3867,16"
05/02/2008 18.00.00,"3717,08"
06/02/2008 18.00.00,"3760,12"
07/02/2008 18.00.00,"3699,29"
08/02/2008 18.00.00,"3701,17"
11/02/2008 18.00.00,"3678,16"
12/02/2008 18.00.00,"3803,76"
13/02/2008 18.00.00,"3803,21"
14/02/2008 18.00.00,"3797,89"
15/02/2008 18.00.00,"3719,28"
18/02/2008 18.00.00,"3795,12"
19/02/2008 18.00.00,"3805,27"
20/02/2008 18.00.00,"3758,47"
21/02/2008 18.00.00,"3778,21"
22/02/2008 18.00.00,"3737,11"
25/02/2008 18.00.00,"3798,99"
26/02/2008 18.00.00,"3855,03"
27/02/2008 18.00.00,"3856,69"
28/02/2008 18.00.00,"3784,27"
29/02/2008 18.00.00,"3724,5"
03/03/2008 18.00.00,"3675,51"
04/03/2008 18.00.00,"3610,2"
05/03/2008 18.00.00,"3684,54"
06/03/2008 18.00.00,"3617,68"
07/03/2008 18.00.00,"3576,68"
10/03/2008 18.00.00,"3546,1"
11/03/2008 18.00.00,"3606,59"
12/03/2008 18.00.00,"3647,64"
13/03/2008 18.00.00,"3599,58"
14/03/2008 18.00.00,"3566,59"
17/03/2008 18.00.00,"3431,82"
18/03/2008 18.00.00,"3558,66"
19/03/2008 18.00.00,"3529,54"
20/03/2008 18.00.00,"3505,9"
25/03/2008 18.00.00,"3632,59"
26/03/2008 18.00.00,"3611,45"
27/03/2008 18.00.00,"3652,11"
28/03/2008 18.00.00,"3641,05"
31/03/2008 18.00.00,"3628,06"
01/04/2008 18.00.00,"3753,55"
02/04/2008 18.00.00,"3797,9"
03/04/2008 18.00.00,"3774,94"
04/04/2008 18.00.00,"3795,2"
07/04/2008 18.00.00,"3828,46"
08/04/2008 18.00.00,"3810,51"
09/04/2008 18.00.00,"3775,93"
10/04/2008 18.00.00,"3758,05"
11/04/2008 18.00.00,"3699,99"
14/04/2008 18.00.00,"3671,28"
15/04/2008 18.00.00,"3690,75"
16/04/2008 18.00.00,"3748,56"
17/04/2008 18.00.00,"3725,23"
18/04/2008 18.00.00,"3808,59"
21/04/2008 18.00.00,"3769,89"
22/04/2008 18.00.00,"3736,12"
23/04/2008 18.00.00,"3763,55"
24/04/2008 18.00.00,"3761,96"
25/04/2008 18.00.00,"3794,39"
28/04/2008 18.00.00,"3814,76"
29/04/2008 18.00.00,"3793,63"
30/04/2008 18.00.00,"3825,02"
02/05/2008 18.00.00,"3877,5"
05/05/2008 18.00.00,"3872,15"
06/05/2008 18.00.00,"3845,08"
07/05/2008 18.00.00,"3871,78"
08/05/2008 18.00.00,"3855,86"
09/05/2008 18.00.00,"3801,59"
12/05/2008 18.00.00,"3812,69"
13/05/2008 18.00.00,"3817,07"
14/05/2008 18.00.00,"3857,46"
15/05/2008 18.00.00,"3854,86"
16/05/2008 18.00.00,"3862,91"
19/05/2008 18.00.00,"3882,28"
20/05/2008 18.00.00,"3822,31"
21/05/2008 18.00.00,"3794,13"
22/05/2008 18.00.00,"3793,03"
23/05/2008 18.00.00,"3725,82"
26/05/2008 18.00.00,"3724,9"
27/05/2008 18.00.00,"3711,03"
28/05/2008 18.00.00,"3743,18"
29/05/2008 18.00.00,"3752,24"
30/05/2008 18.00.00,"3777,85"
02/06/2008 18.00.00,"3720,5"
03/06/2008 18.00.00,"3737,34"
04/06/2008 18.00.00,"3699,05"
05/06/2008 18.00.00,"3682,83"
06/06/2008 18.00.00,"3596,7"
09/06/2008 18.00.00,"3597,34"
10/06/2008 18.00.00,"3574,7"
11/06/2008 18.00.00,"3509,39"
12/06/2008 18.00.00,"3542,59"
13/06/2008 18.00.00,"3562,67"
16/06/2008 18.00.00,"3532,83"
17/06/2008 18.00.00,"3555,58"
18/06/2008 18.00.00,"3507,97"
19/06/2008 18.00.00,"3486,71"
20/06/2008 18.00.00,"3426,58"
23/06/2008 18.00.00,"3427,33"
24/06/2008 18.00.00,"3404,52"
25/06/2008 18.00.00,"3460,4"
26/06/2008 18.00.00,"3366,35"
27/06/2008 18.00.00,"3340,27"
30/06/2008 18.00.00,"3352,81"
01/07/2008 18.00.00,"3292,86"
