usd_eur_exchange,MACD_12,RSI,eur_stoxx_vix,us_cpi,us_sp500_vix,SMA_10,SMA_20,eu_cpi,eu_mro_rate,eu_unemployment_rate,us_federal_fund_rate,us_unemployment
-0.0007999999999999,-0.0048495315023444,60.49583191128387,13.5715,-0.366492146596853,11.77,0.0012399999999999078,0.000620000000000287,0.0,0.0,0.0,0.020000000000000018,0.0
0.0154999999999998,-0.0036077950260007,59.476526726954944,13.0145,-0.366492146596853,11.18,0.0014800000000001479,0.00012999999999974143,0.0,0.0,0.0,0.009999999999999787,0.0
-0.0021999999999999,-0.0013573428576292,70.26292094880377,13.4859,-0.366492146596853,13.14,0.004569999999999741,0.0009449999999999736,0.0,0.0,0.0,0.06000000000000005,0.0
-0.0002999999999999,0.0002458016373361,67.43227274700925,13.991,0.2101944298475959,12.39,0.004250000000000087,0.0012700000000001044,0.0,0.0,0.0,-0.040000000000000036,0.0
-0.0010000000000001,0.0014750937443619,67.02316219956555,13.1899,0.2101944298475959,11.57,0.0040800000000000836,0.0006200000000000649,0.0,0.0,0.0,0.020000000000000018,0.0
0.0079,0.0023416320761417,65.55022808177992,12.2107,0.2101944298475959,11.49,0.003130000000000077,0.0008150000000000102,0.0,0.0,0.0,-0.009999999999999787,0.0
-0.0084999999999999,0.003624058038919,71.1211049764762,12.8907,0.2101944298475959,12.08,0.0040999999999999925,0.0012049999999999006,-0.3999999999999999,0.0,0.0,-0.020000000000000018,0.0
-0.0061999999999999,0.0039094452400816,59.59914049227113,12.3502,0.2101944298475959,12.04,0.0020799999999998597,0.0006999999999999229,0.0,0.0,0.0,-0.1299999999999999,0.0
0.0002999999999999,0.0035939002240115,52.68208519742164,12.8591,0.2101944298475959,12.5,0.0014100000000001334,0.0005499999999998284,0.0,0.0,0.0,0.08999999999999986,0.0
0.0114,0.0033296538413467,52.97550703201858,12.5722,0.2101944298475959,12.93,0.0013600000000000279,0.0005750000000004363,0.0,0.0,0.0,0.029999999999999805,0.0
-0.0040999999999999,0.003994080135939,62.73289501529875,11.931,0.2101944298475959,11.94,0.0016099999999998893,0.0014249999999997875,0.0,0.0,-0.09999999999999964,-0.009999999999999787,0.10000000000000053
0.0139,0.0041420599378452,57.92952629342142,11.7178,0.2101944298475959,12.26,0.0012799999999995038,0.0013799999999999368,0.0,0.0,0.0,0.009999999999999787,0.0
0.0041999999999999,0.0053196274756592,67.34746624350686,12.002,0.2101944298475959,12.4,0.001120000000000454,0.0028449999999999864,0.0,0.0,0.0,-0.019999999999999574,0.0
0.0024999999999999,0.0065166433246517,69.6299906068009,12.5319,0.2101944298475959,12.7,0.0017599999999999838,0.0030050000000001464,0.0,0.0,0.0,0.009999999999999787,0.0
0.0056,0.0075796427126126,70.97202452152413,13.473,0.2101944298475959,12.49,0.0020400000000000418,0.0030600000000000627,0.0,0.0,0.0,0.020000000000000018,0.0
-0.0119,0.0087728229429226,73.84826133990795,12.9566,0.2101944298475959,12.8,0.0026999999999999247,0.002914999999999779,0.0,0.0,0.0,-0.010000000000000231,0.0
-0.0031000000000001,0.0086583878191721,59.847011970958704,13.3498,0.2101944298475959,12.39,0.000720000000000276,0.0024100000000000232,0.0,0.0,0.0,0.08000000000000007,0.0
0.0108000000000001,0.0082227661373825,56.73358307651488,12.4946,0.2101944298475959,13.15,0.0012599999999998168,0.0016700000000000603,0.0,0.0,0.0,0.020000000000000018,0.0
-0.0050000000000001,0.0086492988238735,63.98606435055895,14.5708,0.2101944298475959,13.49,0.0029600000000000737,0.0021850000000001035,0.20000000000000018,0.0,0.0,-0.040000000000000036,0.0
-0.0061999999999999,0.0084860489477753,58.9067565065123,13.4593,0.2101944298475959,13.29,0.00242999999999971,0.00189499999999998,0.0,0.0,0.0,0.11000000000000032,0.0
-0.0145999999999999,0.007766852618094,53.09928623044083,12.8339,0.2101944298475959,13.14,0.0006700000000003925,0.0011399999999999189,0.0,0.0,0.0,0.020000000000000018,0.0
0.0044999999999999,0.0059501962046049,42.21086738567043,13.3898,0.2101944298475959,13.61,-0.000380000000000269,0.00045000000000006146,0.0,0.0,0.0,0.009999999999999787,0.0
-0.0204999999999999,0.0048180557529584,46.00283192451426,13.3552,0.2101944298475959,14.27,-0.0013199999999999878,-9.999999999998899e-05,0.0,0.0,0.0,0.010000000000000231,0.0
-0.0047999999999999,0.0022408168720049,34.53311530647778,13.4667,0.576822233875206,14.06,-0.00378999999999996,-0.0010150000000002102,0.0,0.0,0.0,0.009999999999999787,0.0
-0.0002999999999999,-0.00018682973697,32.429559506195105,12.4834,0.576822233875206,13.42,-0.0045199999999998575,-0.0012399999999999078,0.0,0.0,0.0,0.020000000000000018,0.0
-0.0077,-0.002110634576059,32.29295545488466,12.4834,0.576822233875206,13.585,-0.00511000000000017,-0.0012049999999999006,0.0,0.0,0.0,0.04999999999999982,0.0
0.0035999999999998,-0.0042080812781821,28.82966378332452,12.7693,0.576822233875206,13.75,-0.004690000000000083,-0.0019850000000001256,0.0,0.0,0.0,-0.009999999999999787,0.0
0.0031000000000001,-0.0055162451470458,32.58547717385882,13.0552,0.576822233875206,14.49,-0.0040199999999999125,-0.0013799999999997148,0.0,0.0,0.0,-0.06999999999999984,0.0
0.0024999999999999,-0.006231003219266,35.825756358360024,13.2652,0.576822233875206,13.64,-0.00478999999999985,-0.0009149999999999991,0.0,0.0,0.0,0.020000000000000018,0.0
-0.0072999999999998,-0.006520560076769,38.475552678016726,13.238,0.576822233875206,14.02,-0.0040400000000000436,-0.0008050000000001667,0.0,0.0,0.0,0.21999999999999975,0.0
-0.0058,-0.0072554486679548,33.93009931093505,12.6127,0.576822233875206,14.09,-0.004150000000000098,-0.0017400000000000748,0.0,0.0,0.09999999999999964,-0.1299999999999999,0.0
0.0003999999999999,-0.0082112109696761,30.725632382728236,13.6745,0.576822233875206,14.11,-0.003269999999999884,-0.0018249999999999655,0.0,0.0,0.0,-0.050000000000000266,0.0
0.0025999999999999,-0.0088345437021397,31.22337065859125,12.7173,0.576822233875206,13.68,-0.0036799999999999056,-0.0024999999999999467,0.0,0.0,0.0,-0.05999999999999961,0.0
0.0038,-0.0090148238349574,34.61625539420484,12.2878,0.576822233875206,13.15,-0.0013700000000000934,-0.0025800000000000267,0.0,0.0,0.0,0.009999999999999787,0.0
0.0005999999999999,-0.0087502020149714,39.46575664473114,11.8626,0.576822233875206,12.33,-0.0005100000000000104,-0.002515000000000045,0.0,0.0,0.0,0.029999999999999805,0.0
0.006,-0.0083952965774898,40.24332548959303,11.7944,0.576822233875206,12.62,-0.00042000000000008697,-0.0027649999999999064,0.0,0.0,0.0,-0.009999999999999787,-0.20000000000000018
-0.0098999999999997,-0.0075429313876969,47.70679079809328,12.0184,0.576822233875206,11.98,0.0009500000000000064,-0.0018700000000000383,0.0,0.0,0.0,0.029999999999999805,0.0
0.0044999999999999,-0.0075789081605064,38.81823309664413,12.4748,0.576822233875206,11.3,-0.00039999999999995595,-0.0022100000000000453,0.0,0.0,0.0,-0.009999999999999787,0.0
-0.0099,-0.0071617514080295,44.08023765480211,12.2069,0.576822233875206,13.31,-0.00025999999999992696,-0.0025249999999998884,0.0,0.0,0.0,-0.010000000000000231,0.0
0.0108999999999999,-0.0075430473836326,36.42281113355098,12.242,0.576822233875206,14.53,-0.0015000000000000568,-0.0027700000000001612,0.0,0.0,0.0,0.03000000000000025,0.0
0.0109000000000001,-0.0068863072233944,47.56581384723652,15.3909,0.576822233875206,17.74,0.00031999999999987594,-0.001914999999999889,0.0,0.0,0.0,0.029999999999999805,0.0
-0.0003000000000001,-0.0054237751067016,56.112524572721846,18.3103,0.576822233875206,16.56,0.0019899999999999363,-0.000640000000000196,0.10000000000000009,0.0,0.0,-0.06999999999999984,0.0
0.0046000000000001,-0.0042400388317234,55.83420926698447,17.1785,0.576822233875206,14.96,0.0019199999999999218,-0.0008799999999997699,0.0,0.0,0.0,-0.009999999999999787,0.0
0.0012999999999998,-0.0028973390284585,59.27554197977024,17.3837,0.782064650677772,16.92,0.002120000000000344,0.0003750000000000142,0.0,0.0,0.0,0.0,0.0
-0.0024999999999999,-0.0017086444358329,60.24815691261263,16.7983,0.782064650677772,14.41,0.0018699999999998163,0.0006800000000000139,0.0,0.0,0.0,0.009999999999999787,0.0
-0.0083999999999999,-0.0009572894765299,57.32287496760037,15.2649,0.782064650677772,15.38,0.0015600000000002279,0.0005699999999997374,0.0,0.0,0.0,-0.009999999999999787,0.0
-0.002,-0.0010277972494232,48.5265691390684,15.1246,0.782064650677772,14.62,0.00011999999999989797,0.0005350000000001742,0.0,0.0,0.0,0.07999999999999963,0.0
-0.0025999999999999,-0.001230869752409,46.6334493427932,15.0498,0.782064650677772,14.91,0.0009099999999999664,0.0002549999999998942,0.0,0.0,0.0,-0.040000000000000036,0.0
-0.0021999999999999,-0.0015833525424697,44.14580227096735,16.5913,0.782064650677772,14.87,0.00019999999999997797,-2.999999999997449e-05,0.0,0.0,0.0,-0.1499999999999999,0.0
0.0002999999999999,-0.0020169689444553,42.037490509337246,16.5344,0.782064650677772,16.86,0.0009699999999999154,-0.0002649999999999597,0.0,0.0,0.0,0.26000000000000023,0.0
-0.0061999999999999,-0.0023097798697209,42.453896914892006,16.792,0.782064650677772,15.31,-8.999999999992347e-05,0.00011499999999986521,0.0,0.0,0.0,0.08000000000000007,0.0
0.0031999999999998,-0.0030074547556728,36.442132780614486,15.9563,0.782064650677772,15.12,-0.0018000000000000238,9.500000000017828e-05,0.0,0.0,0.0,0.009999999999999787,0.0
0.0047000000000001,-0.0032645224896159,41.21588766792611,15.148,0.782064650677772,14.53,-0.0014499999999999513,0.00023499999999998522,0.0,0.0,0.0,-0.029999999999999805,0.0
0.0,-0.0030537975234505,47.63450367683586,14.3329,0.782064650677772,13.85,-0.0014400000000001079,0.000340000000000229,0.0,0.0,0.0,0.040000000000000036,0.0
-0.0104000000000001,-0.0028538985041079,47.63450367683586,13.5342,0.782064650677772,13.98,-0.0015699999999998493,0.00014999999999987246,0.0,0.0,0.0,0.0,0.0
0.0007000000000001,-0.0034943890330663,36.69031962666052,13.3008,0.782064650677772,14.05,-0.0023600000000001398,-0.000400000000000178,0.0,0.0,0.0,-0.010000000000000231,0.0
0.0038,-0.0039005352989671,37.759756654291174,14.2322,0.782064650677772,13.75,-0.0014499999999997293,-0.0006649999999999157,0.0,0.0,0.0,0.010000000000000231,0.0
-0.0074,-0.0038711566149982,43.51497095286135,15.2831,0.782064650677772,14.91,-0.0008700000000001484,1.999999999990898e-05,0.0,0.0,0.0,0.0,0.0
-0.0097,-0.0043943367729712,36.260167693915065,15.6572,0.782064650677772,14.45,-0.0013499999999999623,-0.0005749999999999922,0.0,0.0,0.0,0.0,0.0
-0.0060999999999999,-0.0055279470189848,29.175719595744734,14.8536,0.782064650677772,16.12,-0.0020999999999999908,-0.0005649999999999267,0.0,0.0,0.0,0.019999999999999574,0.0
-0.0015,-0.0068397163340212,25.671132664986914,15.0693,0.782064650677772,16.32,-0.0027400000000001867,-0.001414999999999944,0.0,0.0,0.0,0.0,0.0
0.0014,-0.007909168460229,24.855387126823032,15.5249,0.782064650677772,15.68,-0.0022699999999999942,-0.002035000000000009,0.0,0.0,0.0,0.050000000000000266,0.0
0.0016,-0.0085452444171127,27.252679184764077,15.6896,0.782064650677772,14.57,-0.002449999999999841,-0.0019500000000001183,0.0,0.0,0.0,-0.06999999999999984,0.0
-0.0032,-0.0088185774953879,30.085002824519236,14.0947,0.672529746508014,13.63,-0.0027599999999998737,-0.0020999999999999908,0.0,0.0,0.0,0.009999999999999787,0.0
-0.0074999999999998,-0.0091875013886761,27.68933862732868,13.7944,0.672529746508014,13.32,-0.0030800000000004157,-0.0023249999999999105,-0.10000000000000009,0.0,0.0,0.020000000000000018,0.0
0.0021999999999999,-0.0099701340527773,22.93360982349324,13.5132,0.672529746508014,13.14,-0.002789999999999848,-0.002574999999999994,0.0,0.0,0.0,-0.010000000000000231,0.0
0.0012999999999998,-0.0102941894556738,27.01899711339364,13.2149,0.672529746508014,12.95,-0.0026399999999999757,-0.0020450000000000745,0.0,0.0,0.0,0.0,0.0
0.0014,-0.0103270626122944,29.473692055007035,13.386,0.672529746508014,12.69,-0.002889999999999837,-0.0018799999999998818,0.0,0.0,0.0,-0.019999999999999574,0.0
-0.0084999999999999,-0.0101234496995354,32.20232232380776,13.4681,0.672529746508014,12.58,-0.0020100000000002893,-0.0016799999999999038,0.0,0.0,0.0,0.019999999999999574,0.0
0.0050999999999998,-0.0105266196431053,25.537113864138433,12.7135,0.672529746508014,12.24,-0.0018899999999997252,-0.001995000000000191,0.0,0.0,0.0,0.0,0.0
-0.0218999999999998,-0.0103156944462659,34.566083647470435,12.9451,0.672529746508014,12.15,-0.0007700000000001594,-0.001754999999999951,0.0,0.0,0.0,0.0,0.0
-0.0117,-0.0117798904379584,21.897569567249292,13.5138,0.672529746508014,13.29,-0.002809999999999979,-0.0025400000000002088,0.0,0.0,0.0,0.08000000000000007,0.0
0.0033999999999998,-0.0137261421073706,17.984829006565562,12.9959,0.672529746508014,12.36,-0.0041199999999999015,-0.0032849999999997603,0.0,0.0,0.0,-0.06999999999999984,0.0
-0.0039,-0.0148233348158004,22.458556874747657,12.8725,0.672529746508014,11.84,-0.003940000000000055,-0.003349999999999964,0.0,0.0,0.0,-0.020000000000000018,0.0
0.0040999999999999,-0.0158251429512845,20.99869786782243,12.9397,0.672529746508014,12.15,-0.004009999999999847,-0.0035450000000001314,0.0,0.0,0.0,-0.009999999999999787,-0.10000000000000053
0.0009000000000001,-0.0161026263286436,26.57384811654046,13.3629,0.672529746508014,12.28,-0.0028500000000002412,-0.0028200000000000447,0.0,0.0,0.0,0.009999999999999787,0.0
0.0042999999999999,-0.0160647272501797,27.816294460448717,12.6671,0.672529746508014,12.39,-0.0029799999999999827,-0.002809999999999757,0.0,0.0,0.0,-0.040000000000000036,0.0
-0.0103999999999999,-0.0155089404821504,33.765947483468594,12.9902,0.672529746508014,12.7,-0.0026800000000000157,-0.0027850000000002595,0.0,0.0,0.0,0.0,0.0
-0.0089000000000001,-0.015726384575778,27.64300600538148,13.22,0.672529746508014,12.08,-0.0038599999999999746,-0.00293499999999991,0.0,0.0,0.0,0.04999999999999982,0.0
-0.0091999999999998,-0.0164275002095231,23.577671882230305,12.7016,0.672529746508014,11.96,-0.0039000000000000146,-0.002895000000000092,0.0,0.0,0.0,0.0,0.0
0.0002999999999999,-0.0175235024842859,20.170574434981845,12.7563,0.672529746508014,11.65,-0.005329999999999835,-0.003049999999999997,0.0,0.0,0.0,0.03000000000000025,0.0
0.0067999999999999,-0.0181585640672563,20.58636023673527,12.3775,0.672529746508014,11.79,-0.003110000000000168,-0.0029599999999998516,0.0,0.0,0.0,-0.03000000000000025,0.0
-0.0016999999999998,-0.0179067340930338,29.795456618914315,13.4793,-0.1027749229187949,11.46,-0.0012599999999998168,-0.002690000000000081,0.0,0.0,0.0,0.040000000000000036,0.0
0.0150999999999998,-0.0176409785965001,28.865633149331416,13.0157,-0.1027749229187949,11.15,-0.0017700000000002714,-0.002855000000000052,-0.10000000000000009,0.0,0.0,-0.04999999999999982,0.0
-0.01,-0.0160271704029595,45.61549280624181,12.5633,-0.1027749229187949,11.48,0.00013000000000018552,-0.0019399999999998307,0.0,0.0,0.0,-0.009999999999999787,0.0
-0.0005999999999999,-0.0153778657453085,38.87908618314325,12.9133,-0.1027749229187949,11.47,-0.0012799999999999478,-0.0020649999999999835,0.0,0.0,0.0,0.019999999999999574,0.0
-0.0003999999999999,-0.0147417681845241,38.50004543028939,12.4507,-0.1027749229187949,11.08,-0.0014300000000000423,-0.0022050000000000125,0.0,0.0,0.0,-0.04999999999999982,0.0
-0.0076,-0.0141073126234023,38.22400526358629,12.3862,-0.1027749229187949,11.05,-0.0019000000000000128,-0.0022900000000001253,0.0,0.0,0.0,-0.029999999999999805,0.0
0.0034,-0.0140557327664163,33.198893355756326,11.9247,-0.1027749229187949,12.13,-0.0016199999999999548,-0.0027399999999999647,0.0,0.0,0.0,0.11999999999999966,0.0
0.0063999999999999,-0.013583916835542,37.29644578774259,12.5237,-0.1027749229187949,12.18,-0.00038999999999989043,-0.0021450000000000635,0.0,0.0,0.0,0.020000000000000018,0.0
-0.0074,-0.0125489166978423,44.42612645144786,13.3037,-0.1027749229187949,12.52,0.0011699999999998933,-0.0020799999999998597,0.0,0.0,0.0,0.10000000000000009,0.0
0.0022999999999999,-0.0121853249466774,38.76358844337609,12.6795,-0.1027749229187949,11.58,0.00039999999999995595,-0.001354999999999995,0.0,0.0,0.0,0.0,0.0
-0.0002999999999999,-0.011578119729136,41.34542178331578,12.2629,-0.1027749229187949,11.77,-5.0000000000105516e-05,-0.0006550000000000722,0.0,0.0,0.0,0.03000000000000025,0.0
-0.0141,-0.0109943763851463,41.09431920573456,12.3777,-0.1027749229187949,12.04,9.000000000014552e-05,-0.0008399999999999519,0.0,0.0,0.0,0.1499999999999999,0.0
-0.004,-0.0115365218975744,31.199173703414687,11.9381,-0.1027749229187949,11.4,-0.00283000000000011,-0.0013499999999999623,0.0,0.0,-0.09999999999999964,0.009999999999999787,0.0
9.9999999999989e-05,-0.0121488977617554,28.998223783145633,12.5991,-0.1027749229187949,11.68,-0.0022299999999999542,-0.001755000000000173,0.0,0.0,0.0,-0.08999999999999986,0.0
0.0010000000000001,-0.0124822532364068,29.137085834398647,12.2459,-0.1027749229187949,12.27,-0.002160000000000162,-0.001794999999999991,0.0,0.0,0.0,-0.2799999999999998,0.0
0.0005999999999999,-0.0125214091981831,30.64422882660891,15.7155,-0.1027749229187949,12.49,-0.0020199999999999108,-0.0019599999999999618,0.0,0.0,0.0,0.18999999999999995,0.0
0.0131999999999998,-0.0123615295762338,31.613872576324567,12.9572,-0.1027749229187949,11.45,-0.0012000000000000899,-0.0014099999999999113,0.0,0.0,0.0,0.040000000000000036,-0.09999999999999964
0.0134,-0.0110424041792509,49.03217628282979,13.1677,-0.1027749229187949,11.28,-0.00021999999999988695,-0.0003049999999999997,0.0,0.0,0.0,0.009999999999999787,0.0
-0.0109999999999998,-0.008814116142535,60.40699878517706,13.8737,-0.1027749229187949,10.95,0.00048000000000003595,0.0008249999999998536,0.0,0.0,0.0,0.0,0.0
-9.9999999999989e-05,-0.007845353536646,50.19023905578743,13.1659,-0.1027749229187949,10.84,0.00012000000000012001,0.000260000000000149,0.0,0.0,0.0,0.040000000000000036,0.0
-0.0052,-0.0070049229646629,50.10464005936556,12.9773,0.0514403292181004,10.81,-0.00012000000000012001,-8.500000000011276e-05,0.0,0.0,0.0,0.04999999999999982,0.0
0.004,-0.0066814525967029,45.61023177756815,12.7737,0.0514403292181004,10.33,-0.0006100000000002215,-0.00025999999999992696,0.0,0.0,0.0,0.0,0.0
-0.0076,-0.0060327911677122,49.48320507244553,12.6721,0.0514403292181004,10.77,0.001200000000000312,-0.0008150000000000102,0.0,0.0,0.0,-0.1299999999999999,0.0
0.0044999999999999,-0.0060620986957939,43.016624226834146,12.498,0.0514403292181004,10.45,0.0008399999999997299,-0.0006950000000001122,0.0,0.0,0.0,-0.06000000000000005,0.0
0.0067000000000001,-0.0056570023295239,47.52792268300445,13.0295,0.0514403292181004,10.23,0.001280000000000392,-0.00043999999999999595,0.0,0.0,0.0,0.1200000000000001,0.0
-0.0034,-0.00474067893909,53.60437624648336,13.7472,0.0514403292181004,10.97,0.0018499999999999073,-8.499999999989072e-05,0.0,0.0,0.0,0.020000000000000018,0.0
-0.0024999999999999,-0.0042399619928628,50.31878397944144,13.65,0.0514403292181004,10.52,0.0014499999999999513,0.00012499999999993072,0.0,0.0,0.0,-0.020000000000000018,0.0
-0.0046999999999999,-0.0039987739353588,47.919170490290384,14.1148,0.0514403292181004,11.1,-0.00012000000000012001,-0.00017000000000000348,0.0,0.0,0.0,0.029999999999999805,0.0
0.0040999999999999,-0.004139167634632,43.57811863169024,13.3918,0.0514403292181004,10.99,-0.0019299999999999873,-0.0007249999999998646,0.0,0.0,0.0,-0.029999999999999805,0.0
0.0072999999999998,-0.0038749271695655,48.13245269762711,12.8418,0.0514403292181004,10.36,-0.0004199999999998649,-0.0001500000000000945,0.0,0.0,0.0,0.020000000000000018,0.0
0.0008000000000001,-0.0030414062676524,55.27458928387013,12.9713,0.0514403292181004,10.52,0.000320000000000098,9.999999999998899e-05,0.0,0.0,0.0,0.0,0.0
0.0065999999999999,-0.0022898852616786,56.01213666324749,13.2763,0.0514403292181004,11.57,0.0009199999999998099,0.00015500000000012726,0.0,0.0,0.0,0.040000000000000036,0.0
0.0014,-0.0011484954676919,61.78834528784796,13.5152,0.0514403292181004,12.08,0.0011799999999999589,0.0011899999999998023,0.0,0.0,0.0,-0.010000000000000231,0.0
0.0127999999999999,-0.0001294750254776,62.93546860598533,12.809,0.0514403292181004,11.75,0.002080000000000082,0.0014600000000000168,0.0,0.0,-0.10000000000000142,-0.09999999999999964,0.0
0.0045999999999999,0.0016914609338125,71.5973548478577,13.3723,0.0514403292181004,11.83,0.002909999999999968,0.00209500000000018,0.0,0.0,0.0,0.1499999999999999,0.0
-0.0056,0.0034657958200503,74.02157538278699,14.1573,0.0514403292181004,12.52,0.0026999999999999247,0.002274999999999805,0.0,0.0,0.0,0.08999999999999986,0.0
0.0034,0.0043697243398088,66.36016887645823,14.9563,0.0514403292181004,12.48,0.0024800000000000377,0.0019649999999999945,0.0,0.0,0.0,0.050000000000000266,0.0
-0.0014,0.0052993580878839,68.55570423416259,15.2119,0.0514403292181004,13.21,0.003070000000000128,0.001475000000000115,0.0,0.0,0.0,0.009999999999999787,0.0
-0.0001999999999999,0.0058556311601605,66.56796896189344,14.4624,0.0514403292181004,12.4,0.0033999999999998476,0.0007349999999999302,0.0,0.0,0.0,-0.029999999999999805,0.0
0.0089000000000001,0.0062087723859025,66.26300709387567,13.9786,0.0514403292181004,12.38,0.002970000000000139,0.0012750000000001371,0.0,0.0,0.0,0.009999999999999787,0.0
-0.0006000000000001,0.0071246662535247,72.49362470614892,14.7486,0.0514403292181004,12.42,0.003129999999999855,0.0017249999999999766,0.0,0.0,0.0,0.029999999999999805,0.0
-0.0065999999999999,0.0077131908933596,71.50444206793551,14.9645,0.0514403292181004,12.74,0.002990000000000048,0.001954999999999929,0.0,0.0,0.0,0.040000000000000036,0.0
