DATE,Close,SMA_10,SMA_20,SMA_50,EMA_20,RSI,BB_High,BB_Low,BB_Middle,MACD_12,MACD_Signal_12,MACD_Diff_12,MACD_24,MACD_Signal_24,MACD_Diff_24,Fib_23.6,Fib_38.2,Fib_61.8
1999-02-11,1.1303,1.1316,1.143525,,1.1419884039749912,28.54555096422628,1.1691931027736755,1.1178568972263243,1.143525,-0.010232471663951248,,,,,,1.418336,1.305332,1.122668
1999-02-12,1.1282,1.1307099999999999,1.14198,,1.1406752226440398,27.052162262136562,1.167431098208132,1.116528901791868,1.14198,-0.010079265701228746,,,,,,1.418336,1.305332,1.122668
1999-02-15,1.1282,1.1305,1.140435,,1.1394871062017502,27.052162262136562,1.165285937608066,1.1155840623919342,1.140435,-0.009844369112756768,,,,,,1.418336,1.305332,1.122668
1999-02-16,1.1189,1.12911,1.13833,,1.1375264294206313,21.322743823489915,1.1629879074537963,1.1136720925462038,1.13833,-0.01029002712335303,,,,,,1.418336,1.305332,1.122668
1999-02-17,1.123,1.12802,1.136605,,1.1361429599519997,28.511147765373934,1.160471585428167,1.112738414571833,1.136605,-0.010194858588938427,,,,,,1.418336,1.305332,1.122668
1999-02-18,1.1223,1.1271900000000001,1.134835,,1.134824582813714,28.04010347227498,1.1573962300196599,1.1122737699803402,1.134835,-0.010059956078055876,-0.010332714929798448,0.000272758851742572,,,,1.418336,1.305332,1.122668
1999-02-19,1.1075,1.12511,1.1322999999999999,,1.1322222415933603,20.375320617917282,1.1551814335215256,1.1094185664784741,1.1322999999999999,-0.011020246634167341,-0.010470221270672226,-0.0005500253634951151,,,,1.418336,1.305332,1.122668
1999-02-22,1.1037,1.1225200000000002,1.129655,,1.129505837632088,18.943504846761485,1.1529159092685564,1.1063940907314438,1.129655,-0.011950158076885264,-0.010766208631914836,-0.0011839494449704287,,,,1.418336,1.305332,1.122668
1999-02-23,1.0993,1.11945,1.1267349999999998,,1.1266290911909367,17.417285597168018,1.149842252108375,1.1036277478916245,1.1267349999999998,-0.01289353418640049,-0.011191673742811967,-0.001701860443588523,,,,1.418336,1.305332,1.122668
1999-02-24,1.0972,1.11586,1.12419,,1.1238263206013235,16.72471106290584,1.1485047609488563,1.0998752390511437,1.12419,-0.013653233027913547,-0.011683985599832285,-0.0019692474280812618,,,,1.418336,1.305332,1.122668
1999-02-25,1.1068,1.1135100000000002,1.122555,,1.1222047662583403,30.357823136011078,1.146929533841697,1.098180466158303,1.122555,-0.01332703430798321,-0.01201259534146247,-0.0013144389665207395,,,,1.418336,1.305332,1.122668
1999-02-26,1.0995,1.11064,1.1206749999999999,,1.1200424075670699,26.769034547136684,1.1460516723586847,1.095298327641315,1.1206749999999999,-0.013501926657804253,-0.012310461604730828,-0.001191465053073425,,,,1.418336,1.305332,1.122668
1999-03-01,1.0891,1.10673,1.118615,,1.1170955116083012,22.659258910636368,1.1470380381908767,1.0901919618091231,1.118615,-0.014314712098173477,-0.012711311703419359,-0.001603400394754118,,,,1.418336,1.305332,1.122668
1999-03-02,1.0931,1.10415,1.11663,,1.114810224788463,27.283392274745466,1.1463296363614108,1.0869303636385892,1.11663,-0.014469290866574669,-0.013062907536050421,-0.0014063833305242475,,,,1.418336,1.305332,1.122668
1999-03-03,1.0888,1.10073,1.114375,,1.1123330605228952,25.517161180064846,1.1453100852592981,1.0834399147407017,1.114375,-0.014768527327668757,-0.013404031494374089,-0.001364495833294668,,,,1.418336,1.305332,1.122668
1999-03-04,1.0824,1.09674,1.111965,,1.109482292854048,23.11831931902151,1.144913097061895,1.0790169029381051,1.111965,-0.015345210853281666,-0.013792267366155606,-0.0015529434871260593,,,,1.418336,1.305332,1.122668
1999-03-05,1.0843,1.09442,1.109765,,1.1070839792489005,25.36163147772352,1.1439105868305122,1.0756194131694876,1.109765,-0.015470587281003922,-0.01412793134912527,-0.0013426559318786523,,,,1.418336,1.305332,1.122668
1999-03-08,1.0899,1.0930399999999998,1.10778,,1.105447409796624,31.688379510662486,1.1416975234945015,1.0738624765054985,1.10778,-0.014945790040261864,-0.014291503087352591,-0.0006542869529092728,,,,1.418336,1.305332,1.122668
1999-03-09,1.0873,1.09184,1.105645,,1.1037190850540883,30.399948260962177,1.1390711260094566,1.0722188739905434,1.105645,-0.014571709124691967,-0.014347544294820467,-0.0002241648298715003,,,,1.418336,1.305332,1.122668
1999-03-10,1.0961,1.09173,1.103795,,1.1029934579060798,39.38346414457516,1.1349571870220958,1.0726328129779044,1.103795,-0.013410572121043796,-0.014160149860065134,0.0007495777390213385,,,,1.418336,1.305332,1.122668
1999-03-11,1.0932,1.09037,1.10194,,1.1020607476293103,37.6584250585876,1.1309100811182862,1.0729699188817137,1.10194,-0.01257936139600857,-0.013843992167253823,0.0012646307712452527,,,,1.418336,1.305332,1.122668
1999-03-12,1.0936,1.08978,1.10021,1.129864,1.1012549621408045,38.06141387164783,1.1267295701322642,1.0736904298677357,1.10021,-0.011752864544245734,-0.013425766642652206,0.0016729020984064726,,,,1.418336,1.305332,1.122668
1999-03-15,1.093,1.09017,1.09845,1.1281,1.1004687752702518,37.66807704193826,1.1217867949813183,1.0751132050186816,1.09845,-0.011019251745351566,-0.01294446366319208,0.0019252119178405133,,,,1.418336,1.305332,1.122668
1999-03-16,1.0915,1.09001,1.0970799999999998,1.1264100000000001,1.0996146061968946,36.64840738816747,1.1186001858728052,1.0755598141271945,1.0970799999999998,-0.010438566484163081,-0.012443284227386279,0.002004717743223198,-0.01974016212839591,,,1.418336,1.305332,1.122668
1999-03-17,1.1015,1.0912799999999998,1.096005,1.125168,1.099794167511476,46.957162386592806,1.1141167061592798,1.07789329384072,1.096005,-0.009066934823868111,-0.011768014346682646,0.002701079522814535,-0.01905119239254849,,,1.418336,1.305332,1.122668
1999-03-18,1.099,1.09294,1.09484,1.123804,1.0997185325103829,44.98631153452805,1.1084823458393378,1.0811976541606623,1.09484,-0.008088397941028891,-0.011032091065551896,0.0029436931245230055,-0.018489406528609198,,,1.418336,1.305332,1.122668
1999-03-19,1.0923,1.09374,1.09408,1.122542,1.0990120056046322,40.125669045289186,1.1064508690074746,1.0817091309925253,1.09408,-0.007764035449447926,-0.010378479942331103,0.0026144444928831775,-0.018219419778031654,,,1.418336,1.305332,1.122668
1999-03-22,1.0915,1.0939,1.09347,1.1213039999999999,1.0982965764994292,39.57582049083906,1.1050619109727473,1.0818780890272526,1.09347,-0.00748524391958294,-0.009799832737781471,0.002314588818198531,-0.01795921439120929,,,1.418336,1.305332,1.122668
1999-03-23,1.0918,1.09435,1.0930950000000001,1.1200439999999998,1.097677854928055,39.90836575484179,1.1043896845905543,1.081800315409446,1.0930950000000001,-0.007157583958354641,-0.009271382981896104,0.0021137990235414635,-0.017661963239278933,,,1.418336,1.305332,1.122668
1999-03-24,1.0921,1.09395,1.09284,1.11849,1.0971466306491926,40.2624220323692,1.1039817054349907,1.0816982945650093,1.09284,-0.006795370781228494,-0.008776180541762582,0.001980809760534089,-0.017332813462545893,,,1.418336,1.305332,1.122668
1999-03-25,1.0871,1.09334,1.091855,1.116854,1.0961898086826027,36.41177615369864,1.1012288946015039,1.0824811053984962,1.091855,-0.006833005804491865,-0.008387545594308439,0.0015545397898165739,-0.01720041803465322,,,1.418336,1.305332,1.122668
1999-03-26,1.0743,1.09141,1.090595,1.115158,1.0941050649985453,28.81434069077494,1.1020608580141262,1.0791291419858737,1.090595,-0.007805705542894836,-0.008271177584025718,0.00046547204113088145,-0.01757226595234629,-0.018039243933029442,0.0004669779806831531,1.418336,1.305332,1.122668
1999-03-29,1.0716,1.08927,1.08972,1.113408,1.0919617254748744,27.51039225956646,1.1038663210765238,1.0755736789234762,1.08972,-0.008694222938590679,-0.00835578665493871,-0.0003384362836519692,-0.017962521456983627,-0.01802389943782028,6.137798083665283e-05,1.418336,1.305332,1.122668
1999-03-30,1.0732,1.08744,1.088725,1.111652,1.0901748944772673,29.545108182009386,1.1044874712529509,1.072962528747049,1.088725,-0.009163640009992147,-0.008517357325949397,-0.0006462826840427493,-0.018186158906879468,-0.018056351331632116,-0.00012980757524735237,1.418336,1.305332,1.122668
1999-03-31,1.0808,1.08537,1.088325,1.110118,1.0892820473841942,38.391157856872674,1.1044611550562737,1.0721888449437262,1.088325,-0.008820720165535034,-0.008578029893866525,-0.00024269027166850914,-0.018008032184690714,-0.018046687502243836,3.865531755312124e-05,1.418336,1.305332,1.122668
1999-04-01,1.0782,1.08329,1.088115,1.108528,1.0882266142999852,36.693792771882,1.1046583098260327,1.0715716901739671,1.088115,-0.00865893715160948,-0.008594211345415116,-6.472580619436459e-05,-0.017905862544037143,-0.0180185225106025,0.0001126599665653566,1.418336,1.305332,1.122668
1999-04-02,1.0782,1.08188,1.08781,1.106928,1.0872716986523676,36.693792771882,1.1048411361922834,1.0707788638077165,1.08781,-0.008433506731564178,-0.008562070422644927,0.00012856369108074986,-0.0177613580620275,-0.0179670896208875,0.0002057315588600006,1.418336,1.305332,1.122668
1999-04-05,1.0706,1.07979,1.0868449999999998,1.1052080000000002,1.0856839178283326,31.9108801400359,1.1054110415813416,1.068278958418658,1.0868449999999998,-0.008767046924046173,-0.008603065722925178,-0.0001639812011209954,-0.0179010190509743,-0.01795387550690486,5.28564559305611e-05,1.418336,1.305332,1.122668
1999-04-06,1.0838,1.07899,1.08667,1.10373,1.0855044970827772,45.257455579754144,1.1052815125661541,1.068058487433846,1.08667,-0.00787546676802453,-0.00845754593194505,0.0005820791639205188,-0.017412730948205057,-0.0178456465951649,0.00043291564695984233,1.418336,1.305332,1.122668
1999-04-07,1.0784,1.07762,1.085785,1.1023360000000002,1.084827878312989,41.65984396876831,1.1042010011946166,1.0673689988053834,1.085785,-0.007517955628485895,-0.008269627871253219,0.0007516722427673237,-0.017156117462664877,-0.017707740768664895,0.0005516233060000181,1.418336,1.305332,1.122668
1999-04-08,1.0835,1.0772599999999999,1.0853,1.101216,1.0847014137117519,46.02386677112397,1.1034178365154375,1.0671821634845624,1.0853,-0.006745341993479981,-0.007964770695698571,0.0012194287022185904,-0.01666160267897454,-0.017498513150726827,0.0008369104717522863,1.418336,1.305332,1.122668
1999-04-09,1.0786,1.07769,1.0845500000000001,1.1000459999999999,1.084120326691585,42.71760731655319,1.1024722208445308,1.0666277791554695,1.0845500000000001,-0.006454031117125281,-0.007662622779983913,0.0012085916628586327,-0.016380612300118225,-0.017274932980605107,0.0008943206804868827,1.418336,1.305332,1.122668
1999-04-12,1.0842,1.07895,1.0841100000000001,1.099124,1.08412791462572,47.3708609323494,1.1016078741565978,1.0666121258434025,1.0841100000000001,-0.0057055222411535045,-0.007271202672217833,0.0015656804310643282,-0.015845726138911553,-0.0169890916122664,0.0011433654733548453,1.418336,1.305332,1.122668
1999-04-13,1.078,1.07943,1.0834350000000001,1.098028,1.0835443037089847,43.18788069991956,1.1007813857907098,1.0660886142092905,1.0834350000000001,-0.0055486503612194316,-0.006926692210018152,0.0013780418487987205,-0.015586402084835083,-0.016708553706780135,0.0011221516219450528,1.418336,1.305332,1.122668
1999-04-14,1.0779,1.0791400000000002,1.082255,1.096908,1.0830067509747956,43.121740757478015,1.09762334083433,1.0668866591656698,1.082255,-0.005370489767410946,-0.006615451721496712,0.0012449619540857654,-0.015314000029158725,-0.016429642971255855,0.0011156429420971295,1.418336,1.305332,1.122668
1999-04-15,1.0717,1.07849,1.08089,1.09573,1.0819299175486246,39.12143598746931,1.0948519339634644,1.0669280660365354,1.08089,-0.005664289988587701,-0.006425219374914909,0.0007609293863272085,-0.015288653907328698,-0.016201445158470426,0.0009127912511417285,1.418336,1.305332,1.122668
1999-04-16,1.0688,1.07755,1.0797150000000002,1.0945399999999998,1.0806794492106602,37.37493731279592,1.0935933680596877,1.0658366319403128,1.0797150000000002,-0.006061264065138294,-0.0063524283129595864,0.00029116424782129214,-0.015342627026924127,-0.016029681532161166,0.0006870545052370391,1.418336,1.305332,1.122668
1999-04-19,1.0608,1.07657,1.07818,1.093164,1.0787861683334545,32.99846768580278,1.0932452713218237,1.0631147286781761,1.07818,-0.006941386044599707,-0.006470219859287611,-0.0004711661853120958,-0.015682204356114893,-0.015960186096951913,0.00027798174083702026,1.418336,1.305332,1.122668
1999-04-20,1.063,1.07449,1.07674,1.091824,1.0772827237302682,35.2441075847393,1.0918281940602637,1.0616518059397364,1.07674,-0.0073763376120454804,-0.006651443409839185,-0.0007248942022062953,-0.015842502763447897,-0.01593664943025111,9.414666680321315e-05,1.418336,1.305332,1.122668
1999-04-21,1.0612,1.07277,1.0751950000000001,1.090386,1.075751035755957,34.233141370339325,1.0900010089153083,1.060388991084692,1.0751950000000001,-0.0077766405482262435,-0.006876482837516597,-0.0009001577107096469,-0.016012661269672934,-0.015951851798135474,-6.080947153746033e-05,1.418336,1.305332,1.122668
1999-04-22,1.0598,1.0704,1.07383,1.0889760000000002,1.074231889493485,33.42993730152541,1.0890227745984793,1.0586372254015208,1.07383,-0.00811332643214846,-0.0071238515564429694,-0.0009894748757054905,-0.01617412940757701,-0.015996307320023783,-0.00017782208755322618,1.418336,1.305332,1.122668
1999-04-23,1.0634,1.0688799999999998,1.073285,1.08768,1.073200280970296,37.49136134446567,1.0891388670361588,1.0574311329638413,1.073285,-0.007997472621180002,-0.007298575769390376,-0.0006988968517896259,-0.01611609590427987,-0.016020265036875002,-9.583086740486829e-05,1.418336,1.305332,1.122668
1999-04-26,1.059,1.06636,1.072655,1.0862960000000002,1.0718478732588392,34.704472327724375,1.0896844421517617,1.055625557848238,1.072655,-0.008166561827729568,-0.007472172981058215,-0.0006943888466713535,-0.016202029728442646,-0.01605661797518853,-0.00014541175325411687,1.418336,1.305332,1.122668
1999-04-27,1.0649,1.06505,1.07224,1.085216,1.0711861710437116,41.034037476052575,1.0895974652527438,1.0548825347472564,1.07224,-0.007735317623998261,-0.007524801909646224,-0.00021051571435203725,-0.015979835205294668,-0.01604126142120976,6.14262159150912e-05,1.418336,1.305332,1.122668
1999-04-28,1.0616,1.06342,1.07128,1.0839880000000002,1.0702732023728818,38.77025000731514,1.0887609153078497,1.0537990846921503,1.07128,-0.007572544329063291,-0.007534350393529637,-3.819393553365375e-05,-0.01587436085323901,-0.01600788130761561,0.0001335204543766004,1.418336,1.305332,1.122668
1999-04-29,1.0591,1.06216,1.070325,1.082724,1.0692090878611786,37.10038792371992,1.088270124686115,1.0523798753138849,1.070325,-0.007558148792244479,-0.007539110073272607,-1.9038718971872357e-05,-0.01583872397899433,-0.015974049841891356,0.00013532586289702678,1.418336,1.305332,1.122668
1999-04-30,1.0564,1.0609199999999999,1.069235,1.081702,1.0679891747315424,35.33052150560468,1.087772882834893,1.050697117165107,1.069235,-0.007676122103372318,-0.007566512479292549,-0.00010960962407976886,-0.01587347345114143,-0.015953934563741373,8.046111259994368e-05,1.418336,1.305332,1.122668
1999-05-03,1.0571,1.0605499999999999,1.0685600000000002,1.08077,1.0669521104713955,36.18055110166448,1.0878190134742212,1.0493009865257792,1.0685600000000002,-0.007625233704929846,-0.007578256724420009,-4.6976980509837174e-05,-0.01582673174323479,-0.015928493999640057,0.00010176225640526684,1.418336,1.305332,1.122668
1999-05-04,1.0593,1.0601800000000001,1.067335,1.07997,1.0662233380455484,38.898827154918685,1.0856545278323495,1.0490154721676503,1.067335,-0.007322968051393097,-0.007527198989814627,0.0002042309384215294,-0.015644592158067017,-0.01587171363132545,0.0002271214732584327,1.418336,1.305332,1.122668
1999-05-05,1.0724,1.0613,1.0670350000000002,1.079474,1.06681159156502,52.007226327211306,1.0848082692547047,1.0492617307452956,1.0670350000000002,-0.0059576833592900336,-0.0072132958637097086,0.001255612504419675,-0.014882457741437705,-0.0156738624533479,0.0007914047119101965,1.418336,1.305332,1.122668
1999-05-06,1.0779,1.06311,1.0667550000000001,1.078896,1.0678676304635895,56.250929672643785,1.0836359330310927,1.0498740669689075,1.0667550000000001,-0.0043813755992743175,-0.006646911810822631,0.002265536211548314,-0.013930372079798525,-0.015325164378638028,0.0013947922988395024,1.418336,1.305332,1.122668
1999-05-07,1.0781,1.06458,1.06673,1.078468,1.0688421418480094,56.401899003339196,1.083542031406116,1.049917968593884,1.06673,-0.00308049201978311,-0.005933627852614727,0.0028531358328316176,-0.013037000027404488,-0.01486753150839132,0.0018305314809868318,1.418336,1.305332,1.122668
1999-05-10,1.0787,1.0665499999999999,1.066455,1.07826,1.0697809854815323,56.88260370138997,1.082265056925901,1.050644943074099,1.066455,-0.0019783126681045538,-0.005142564815712693,0.0031642521476081395,-0.012181397448107978,-0.014330304696334653,0.0021489072482266756,1.418336,1.305332,1.122668
1999-05-11,1.072,1.0672599999999999,1.066155,1.077838,1.069992320197577,50.22336156041002,1.0812907160385703,1.0510192839614296,1.066155,-0.0016267098977793548,-0.004439393832126026,0.002812683934346671,-0.011670342795045974,-0.013798312316076918,0.0021279695210309445,1.418336,1.305332,1.122668
1999-05-12,1.0666,1.06776,1.06559,1.077394,1.069669242083522,45.59075164413833,1.079741452222307,1.051438547777693,1.06559,-0.0017634688680630006,-0.003904208839313421,0.0021407399712504204,-0.011410909980538841,-0.013320831848969305,0.0019099218684304631,1.418336,1.305332,1.122668
1999-05-13,1.0626,1.0681100000000001,1.0651350000000002,1.076998,1.0689959809327105,42.46602198289196,1.0790546659442761,1.0512153340557242,1.0651350000000002,-0.0021696080172244336,-0.003557288674895624,0.0013876806576711902,-0.01131584708896205,-0.012919834896967856,0.0016039878080058058,1.418336,1.305332,1.122668
1999-05-14,1.065,1.06897,1.0649449999999998,1.0766120000000001,1.0686154113200714,44.905946321176,1.0787627385993597,1.05112726140064,1.0649449999999998,-0.002271630336171837,-0.003300157007150867,0.0010285266709790298,-0.011096094515244959,-0.012555086820623278,0.001458992305378319,1.418336,1.305332,1.122668
1999-05-17,1.0672,1.06998,1.0652650000000001,1.0761580000000002,1.0684806102419695,47.119762101582744,1.0789799954429538,1.0515500045570465,1.0652650000000001,-0.0021501762517439627,-0.0030701608560694863,0.0009199846043255236,-0.010775072517485551,-0.012199083959995733,0.0014240114425101823,1.418336,1.305332,1.122668
1999-05-18,1.0672,1.07077,1.065475,1.0757560000000002,1.0683586473617819,47.119762101582744,1.0791734488173017,1.0517765511826982,1.065475,-0.0020305164847223,-0.002862231981800049,0.000831715497077749,-0.010458348673378692,-0.011850936902672325,0.0013925882292936329,1.418336,1.305332,1.122668
1999-05-19,1.0641,1.06994,1.06562,1.075116,1.067953061898755,44.2162286859873,1.0791952127055247,1.0520447872944754,1.06562,-0.002160919613298118,-0.002721969508099663,0.000561049894801545,-0.01027740492709106,-0.011536230507556073,0.0012588255804650127,1.418336,1.305332,1.122668
1999-05-20,1.063,1.06845,1.06578,1.074512,1.0674813417179212,43.19901256572601,1.0791509535935262,1.0524090464064737,1.06578,-0.002326210729837186,-0.0026428177524471675,0.0003166070226099816,-0.0101326829390882,-0.011255520993862499,0.001122838054774299,1.418336,1.305332,1.122668
1999-05-21,1.0577,1.06641,1.0654949999999999,1.073794,1.0665497853638335,38.59221517992767,1.0792928947669647,1.051697105233035,1.0654949999999999,-0.0028519948156744412,-0.0026846531650926227,-0.00016734165058181856,-0.010197973789138448,-0.01104401155291769,0.0008460377637792421,1.418336,1.305332,1.122668
1999-05-24,1.0593,1.06447,1.0655100000000002,1.07312,1.065859329614897,40.64988484075898,1.0792802432803579,1.0517397567196425,1.0655100000000002,-0.0031037972212086817,-0.0027684819763158348,-0.000335315244892847,-0.010157365692498699,-0.010866682380833893,0.0007093166883351942,1.418336,1.305332,1.122668
1999-05-25,1.0587,1.06314,1.0652,1.0724639999999999,1.0651774886991925,40.107147195641595,1.0792867313454981,1.0511132686545017,1.0652,-0.0033135706475253546,-0.002877499710557739,-0.0004360709369676157,-0.010116110779194276,-0.010716568060505971,0.0006004572813116948,1.418336,1.305332,1.122668
1999-05-26,1.0471,1.0611899999999999,1.064475,1.0713759999999999,1.0634558231087932,31.383101841123136,1.0805766614049683,1.0483733385950318,1.064475,-0.004365517683556641,-0.0031751033051575193,-0.0011904143783991218,-0.010539313453591825,-0.010681117139123142,0.00014180368553131685,1.418336,1.305332,1.122668
1999-05-27,1.0439,1.05932,1.063715,1.070274,1.0615933637650985,29.478195159839146,1.0820409679144172,1.0453890320855828,1.063715,-0.005395213877785521,-0.00361912541968312,-0.001776088458102401,-0.011017396082463105,-0.010748372927791135,-0.00026902315467196986,1.418336,1.305332,1.122668
1999-05-28,1.0422,1.05704,1.063005,1.069272,1.059746376739851,28.48887520687896,1.0833937689672588,1.0426162310327411,1.063005,-0.006276084527078174,-0.004150517241162131,-0.0021255672859160427,-0.011479223508377157,-0.01089454304390834,-0.0005846804644688165,1.418336,1.305332,1.122668
1999-05-31,1.0422,1.05454,1.06226,1.068286,1.0580752932408175,28.48887520687896,1.084465350706536,1.040054649293464,1.06226,-0.006894703018380799,-0.0046993543966058655,-0.0021953486217749334,-0.01185341722653832,-0.011086317880434337,-0.0007670993461039843,1.418336,1.305332,1.122668
1999-06-01,1.0449,1.0523099999999999,1.0615400000000002,1.067348,1.0568205034083586,32.65222896882803,1.0849819623751995,1.0380980376248008,1.0615400000000002,-0.007085418895972362,-0.005176567296479165,-0.0019088515994931969,-0.012034787462384955,-0.011276011796824461,-0.0007587756655604936,1.418336,1.305332,1.122668
1999-06-02,1.0357,1.04947,1.059705,1.06622,1.0548090268932768,26.904422612265364,1.085121724808682,1.0342882751913178,1.059705,-0.007887997787008993,-0.005718853394585131,-0.002169144392423862,-0.012547850207138778,-0.011530379478887326,-0.0010174707282514517,1.418336,1.305332,1.122668
1999-06-03,1.0355,1.04672,1.057585,1.065188,1.05297007195106,26.794001093174515,1.0836425727956442,1.0315274272043558,1.057585,-0.00844286161574681,-0.006263655038817467,-0.002179206576929343,-0.012972628470359515,-0.011818829277181763,-0.001153799193177752,1.418336,1.305332,1.122668
1999-06-04,1.0327,1.04422,1.055315,1.0643559999999999,1.051039588908102,25.23263289439589,1.0817359216341957,1.0288940783658043,1.055315,-0.009004730864863753,-0.0068118702040267255,-0.002192860660837027,-0.013427854424228558,-0.012140634306591123,-0.001287220117637435,1.418336,1.305332,1.122668
1999-06-07,1.0296,1.04125,1.05286,1.063516,1.0489977232978065,23.593378912431078,1.0792576817163995,1.0264623182836004,1.05286,-0.00958961724676577,-0.0073674196125745346,-0.0022221976341912347,-0.013921340179844588,-0.012496775481241817,-0.0014245646986027708,1.418336,1.305332,1.122668
1999-06-08,1.0438,1.0397599999999998,1.05145,1.062928,1.0485027020313487,42.13704572336422,1.0765902863945571,1.0263097136054429,1.05145,-0.008805814642879772,-0.007655098618635583,-0.0011507160242441895,-0.013716037108613355,-0.012740627806716125,-0.0009754093018972294,1.418336,1.305332,1.122668
1999-06-09,1.045,1.03955,1.05037,1.062212,1.0481691113616964,43.387462599893176,1.074655477141707,1.026084522858293,1.05037,-0.007995646623961905,-0.007723208219700847,-0.00027243840426105764,-0.013442161900319993,-0.0128809346254369,-0.0005612272748830929,1.418336,1.305332,1.122668
1999-06-10,1.0477,1.03993,1.049625,1.061602,1.048124434089154,46.20434443338211,1.0732697774360507,1.0259802225639494,1.049625,-0.007054396505163263,-0.007589445876793331,0.000535049371630068,-0.013045011510184334,-0.012913750002386388,-0.00013126150779794662,1.418336,1.305332,1.122668
1999-06-11,1.0516,1.0408700000000002,1.048955,1.06107,1.0484554403663775,50.069008298323375,1.0715554845080892,1.026354515491911,1.048955,-0.005925446736815054,-0.007256646048797676,0.001331199311982622,-0.01248920965835798,-0.012828841933580708,0.0003396322752227277,1.418336,1.305332,1.122668
1999-06-14,1.0416,1.04081,1.047675,1.0604900000000002,1.0478025412838654,41.78078896803369,1.0688521457000322,1.0264978542999676,1.047675,-0.005771136271735422,-0.0069595440933852264,0.0011884078216498044,-0.012382105952074562,-0.01273949473727948,0.00035738878520491686,1.418336,1.305332,1.122668
1999-06-15,1.042,1.04052,1.046415,1.059654,1.0472499183044497,42.19299787130767,1.0657105202054884,1.0271194797945118,1.046415,-0.005552560992579059,-0.006678147473223993,0.001125586480644934,-0.012233003256769903,-0.012638196441177566,0.0004051931844076626,1.418336,1.305332,1.122668
