DATE,CPALTT01USM657N
2000-01-01,0.297088532382659
2000-02-01,0.5924170616113771
2000-03-01,0.8244994110718371
2000-04-01,0.058411214953279014
2000-05-01,0.11675423234092301
2000-06-01,0.524781341107882
2000-07-01,0.23201856148492
2000-08-01,0
2000-09-01,0.5208333333333119
2000-10-01,0.17271157167531098
2000-11-01,0.0574712643678088
2000-12-01,-0.0574382538770748
2001-01-01,0.632183908045972
2001-02-01,0.39977155910909007
2001-03-01,0.22753128555174898
2001-04-01,0.3972758229285
2001-05-01,0.4522328999434579
2001-06-01,0.16882386043895004
2001-07-01,-0.2808988764044881
2001-08-01,0
2001-09-01,0.450704225352114
2001-10-01,-0.33651149747618
2001-11-01,-0.16882386043893502
2001-12-01,-0.39458850056370703
2002-01-01,0.22637238256932798
2002-02-01,0.395256916996071
2002-03-01,0.562429696287966
2002-04-01,0.559284116331084
2002-05-01,0
2002-06-01,0.0556173526140231
2002-07-01,0.111172873818774
2002-08-01,0.333148250971684
2002-09-01,0.16602102933039
2002-10-01,0.165745856353599
2002-11-01,0
2002-12-01,-0.220628792057364
2003-01-01,0.442233278054161
2003-02-01,0.770500825536602
2003-03-01,0.600764609502999
2003-04-01,-0.21715526601518698
2003-05-01,-0.16322089227421901
2003-06-01,0.10899182561307902
2003-07-01,0.10887316276537899
2003-08-01,0.38064165307231607
2003-09-01,0.32502708559046695
2003-10-01,-0.10799136069114501
2003-11-01,-0.27027027027026396
2003-12-01,-0.108401084010841
2004-01-01,0.48833423765599
2004-02-01,0.5399568034557121
2004-03-01,0.644468313641263
2004-04-01,0.320170757737461
2004-05-01,0.585106382978719
2004-06-01,0.31729243786356603
2004-07-01,-0.158144438587237
2004-08-01,0.0527983104540587
2004-09-01,0.211081794195252
2004-10-01,0.526592943654557
2004-11-01,0.0523834468308086
2004-12-01,-0.366492146596853
2005-01-01,0.21019442984759598
2005-02-01,0.576822233875206
2005-03-01,0.782064650677772
2005-04-01,0.672529746508014
2005-05-01,-0.10277492291879499
2005-06-01,0.0514403292181004
2005-07-01,0.462724935732656
2005-08-01,0.5117707267144339
2005-09-01,1.22199592668025
2005-10-01,0.201207243460752
2005-11-01,-0.8032128514056259
2005-12-01,-0.40485829959513003
2006-01-01,0.762195121951216
2006-02-01,0.20171457387795003
2006-03-01,0.55359838953198
2006-04-01,0.8508508508508341
2006-05-01,0.49627791563274304
2006-06-01,0.19753086419753196
2006-07-01,0.295712173484489
2006-08-01,0.196560196560197
2006-09-01,-0.490436488474757
2006-10-01,-0.542138984721521
2006-11-01,-0.148662041625379
2006-12-01,0.148883374689833
2007-01-01,0.305252725470763
2007-02-01,0.5350367559876621
2007-03-01,0.910569585108543
2007-04-01,0.6496162686508891
2007-05-01,0.61107186747047
2007-06-01,0.193797517660565
2007-07-01,-0.0254377207802054
2007-08-01,-0.18339022270871103
2007-09-01,0.275590740535893
2007-10-01,0.213919132812117
2007-11-01,0.5939617873415811
2007-12-01,-0.0670863129647814
2008-01-01,0.49705764726046897
2008-02-01,0.290411218495348
2008-03-01,0.866821293098967
2008-04-01,0.6064778389719561
2008-05-01,0.8420886031756311
2008-06-01,1.0076996934894
2008-07-01,0.525101112812213
2008-08-01,-0.39915622556417396
2008-09-01,-0.13830185406645498
2008-10-01,-1.01013332845789
2008-11-01,-1.9152895328595803
2008-12-01,-1.03424738142875
2009-01-01,0.435241737542101
2009-02-01,0.49729330359047497
2009-03-01,0.24317484554154
2009-04-01,0.24963682777879898
2009-05-01,0.288876383417745
2009-06-01,0.8589892263953359
2009-07-01,-0.158558692215323
2009-08-01,0.224285004481049
2009-09-01,0.0625480693495817
