DATE,CPALTT01USM657N
2009-10-01,0.0963101185818578
2009-11-01,0.0707753368767079
2009-12-01,-0.176119816946313
2010-01-01,0.34174735701485
2010-02-01,0.024920738207648
2010-03-01,0.4106283536571079
2010-04-01,0.173688491069743
2010-05-01,0.0775197354237721
2010-06-01,-0.0976267084673888
2010-07-01,0.0211043057371509
2010-08-01,0.138066427840807
2010-09-01,0.0581736230715569
2010-10-01,0.12451988884769599
2010-11-01,0.0420646423819507
2010-12-01,0.17184407892030898
2011-01-01,0.47632300539741396
2011-02-01,0.49313650254516206
2011-03-01,0.9751072030509379
2011-04-01,0.643942953545699
2011-05-01,0.47041875272336403
2011-06-01,-0.107096705669922
2011-07-01,0.0886045666793554
2011-08-01,0.27575889023645
2011-09-01,0.15184621156946101
2011-10-01,-0.20626826333583603
2011-11-01,-0.084356133044206
2011-12-01,-0.24665163771381698
2012-01-01,0.44001914282675103
2012-02-01,0.4402973551276311
2012-03-01,0.7594558623930859
2012-04-01,0.302102950408034
2012-05-01,-0.11734793663210501
2012-06-01,-0.14663968844504902
2012-07-01,-0.162978586182561
2012-08-01,0.556515818143709
2012-09-01,0.4462212267611311
2012-10-01,-0.0388925140553232
2012-11-01,-0.47380866948818795
2012-12-01,-0.269306449020735
2013-01-01,0.295730419292604
2013-02-01,0.819002952926876
2013-03-01,0.261450858437495
2013-04-01,-0.103963947708716
2013-05-01,0.17804077735872303
2013-06-01,0.23997080855994998
2013-07-01,0.0393997533233011
2013-08-01,0.12029315570472
2013-09-01,0.11630044852634698
2013-10-01,-0.257528325980464
2013-11-01,-0.204242419052338
2013-12-01,-0.008581149788259041
2014-01-01,0.37202476732360495
2014-02-01,0.369790865096873
2014-03-01,0.6440044126228239
2014-04-01,0.32967544531577303
2014-05-01,0.34926098400487
2014-06-01,0.18621269440941102
2014-07-01,-0.0390193964161093
2014-08-01,-0.167051416579219
2014-09-01,0.0752568824311014
2014-10-01,-0.25122778125538897
2014-11-01,-0.539941794106119
2014-12-01,-0.567010091001089
2015-01-01,-0.470589237347324
2015-02-01,0.43430449237720603
2015-03-01,0.5951721611097321
2015-04-01,0.20328732545876899
2015-05-01,0.509723202549469
2015-06-01,0.350286999852812
2015-07-01,0.0067047159295661
2015-08-01,-0.141627628281935
2015-09-01,-0.155675657530359
2015-10-01,-0.0449683750446447
2015-11-01,-0.21106803790814602
2015-12-01,-0.341709643711866
2016-01-01,0.165310220906868
2016-02-01,0.0823076533454985
2016-03-01,0.4306000143392679
2016-04-01,0.47410679791040006
2016-05-01,0.404579099811517
2016-06-01,0.32843661672818797
2016-07-01,-0.161813640474981
2016-08-01,0.0918430107884498
2016-09-01,0.240399586462898
2016-10-01,0.124674851301432
2016-11-01,-0.15554608673351403
2016-12-01,0.0327321392317517
2017-01-01,0.582772789025459
2017-02-01,0.31461173864166603
2017-03-01,0.0812797871947232
2017-04-01,0.296553336532688
2017-05-01,0.0854721826896363
2017-06-01,0.0907111014861139
2017-07-01,-0.0689922638852295
2017-08-01,0.299445229710857
2017-09-01,0.5294905893230339
2017-10-01,-0.0632042103727646
2017-11-01,0.0024324685907436802
2017-12-01,-0.05878322772623001
2018-01-01,0.544774545277541
2018-02-01,0.45346899748655
2018-03-01,0.22611259041490397
2018-04-01,0.397509156334893
2018-05-01,0.4158916925435
2018-06-01,0.159387570154372
2018-07-01,0.0067463262285171605
2018-08-01,0.0555542328357295
2018-09-01,0.116202517589025
2018-10-01,0.176676345572587
2018-11-01,-0.33493485181009697
2018-12-01,-0.319396281513109
2019-01-01,0.19065966652468397
2019-02-01,0.422705314009692
2019-03-01,0.564135835680577
2019-04-01,0.529500161289074
2019-05-01,0.21287585893841102
2019-06-01,0.0199147181481604
2019-07-01,0.16709416224533802
2019-08-01,-0.00506682360828189
2019-09-01,0.0783448576930001
2019-10-01,0.22861905522300002
2019-11-01,-0.0536243034669465
2019-12-01,-0.0909769525053793
2020-01-01,0.38797699378148703
2020-02-01,0.274061813149543
2020-03-01,-0.21764510317847896
2020-04-01,-0.668694186699718
2020-05-01,0.00195016166840463
2020-06-01,0.5472046927775109
2020-07-01,0.5058243501670089
2020-08-01,0.315321052408127
2020-09-01,0.13927469432666
2020-10-01,0.0414937759336148
2020-11-01,-0.0610627217844138
2020-12-01,0.0941478467042597
2021-01-01,0.425378348702726
2021-02-01,0.547438279392344
2021-03-01,0.7083273133749509
2021-04-01,0.821890915406006
2021-05-01,0.80171051547627
2021-06-01,0.9290662902357041
2021-07-01,0.481052352629404
2021-08-01,0.20659113636116103
2021-09-01,0.27159708590582105
2021-10-01,0.830811855200318
2021-11-01,0.491342750434762
2021-12-01,0.307251716148357
2022-01-01,0.8414573783545228
2022-02-01,0.913397925647697
2022-03-01,1.3351379548562698
2022-04-01,0.5582531025654971
2022-05-01,1.1023523999598799
2022-06-01,1.37360757588199
2022-07-01,-0.0118119138337545
2022-08-01,-0.0354399276350673
2022-09-01,0.21507845130010397
2022-10-01,0.405649443411221
2022-11-01,-0.10100264418881401
2022-12-01,-0.307009146454112
2023-01-01,0.799536383454017
2023-02-01,0.5582110505732301
2023-03-01,0.33107299561230497
2023-04-01,0.50590386832584
2023-05-01,0.25184350102024106
2023-06-01,0.32289142364864504
2023-07-01,0.19075150192226997
2023-08-01,0.436715506835353
2023-09-01,0.24851315523764997
2023-10-01,-0.0383379522984981
2023-11-01,-0.201513954841356
2023-12-01,-0.09933203278933923
2024-01-01,0.544750379793042
2024-02-01,0.618967177555072
2024-03-01,0.646416993742063
