,date,usd_eur_exchange,MACD_12,Parabolic_SAR,RSI,ROC,momentum,SMA_10,SMA_20,BB_High,BB_Low,BB_Middle
1,2005-01-04,-0.0002999999999999,0.0093644329805051,1.3656748509407044,40.10701917301796,-1.7949475550302845,-2.012087264150951,-0.0008199999999998209,-0.0007100000000002105,-0.00014962978922916648,-0.0012703702107712544,-0.0007100000000002105
2,2005-01-05,-0.0104999999999999,0.0072909402810947,1.3640919233322144,39.923894215064074,-1.36539032353814,-2.4297144534977706,-0.000980000000000203,0.00020000000000020002,-0.0002352223514026086,0.0006352223514025646,0.00020000000000020002
3,2005-01-06,-0.0124999999999999,0.0047457144877551,1.3615842050971985,33.90382617213169,-0.8123354644603176,-2.5927020239326275,-0.0030399999999999316,-0.00043500000000018524,0.0007607253347277076,-0.001630725334727856,-0.00043500000000018524
4,2005-01-07,0.0046999999999999,0.0017003585016601,1.357969129456024,28.266006693647725,-1.730364128799271,-3.072128227960811,-0.0047399999999999665,-0.0008099999999999774,0.0021692657727760967,-0.0037892657727758294,-0.0008099999999999774
5,2005-01-10,0.0052,-0.0003300526954419,1.352472166156418,32.92576625909631,-0.591491620535378,-1.3990221887927756,-0.005160000000000053,-0.0009999999999998899,0.0014105477925141496,-0.0034105477925141514,-0.0009999999999998899
6,2005-01-11,0.012,-0.0015022545997762,1.347524899186772,37.88588188409103,0.7579237482774476,-0.9855552211856672,-0.0045999999999999375,-0.0005950000000001232,0.0006220730195687363,-0.0018120730195687607,-0.0005950000000001232
7,2005-01-12,-0.0074,-0.0014462617373625,1.343072358914091,47.7863461216116,1.3120756732016252,0.7128232350041764,-0.002869999999999928,-0.0007399999999999629,-0.00048617993726263187,-0.000993820062737072,-0.0007399999999999629
8,2005-01-13,-0.0100999999999999,-0.0019762244606866,1.339065072668678,43.08131841179724,0.3495175138667227,1.1100903383861551,-0.004160000000000164,-0.00039999999999995595,0.00021013016457605005,-0.001010130164576184,-0.00039999999999995595
9,2005-01-14,-0.0062999999999999,-0.0031746143497788,1.3354585150478062,37.48432046212625,-1.3176718620585852,-0.0228850408116535,-0.0043199999999998795,-0.0009450000000001957,0.000868685302526373,-0.0027586853025265423,-0.0009450000000001957
10,2005-01-18,-0.0006999999999999,-0.004579909968301,1.3322126131890215,34.387974859089624,-1.2417657302945386,-0.8965884051363903,-0.004329999999999945,-0.0017649999999997945,0.0008194763150051187,-0.00434947631500493,-0.0017649999999997945
11,2005-01-19,-0.0077,-0.0056845728036869,1.328383772198502,34.04082669984764,-0.5341065160994884,-1.8447406068820091,-0.0025900000000003143,-0.0017050000000000676,0.0005676842323396603,-0.003977684232339795,-0.0017050000000000676
12,2005-01-20,0.0089999999999998,-0.0070995129419102,1.3240041703152297,30.302042912292293,-0.6440236141991845,-1.8777920799575931,-0.003329999999999833,-0.002155000000000129,0.0007976873661754702,-0.005107687366175728,-0.002155000000000129
13,2005-01-21,-0.0007999999999999,-0.0074092294269352,1.3190743230721171,39.0026664459765,0.0997238416692126,-0.4349153059667358,-0.0013799999999999368,-0.0022100000000000453,-0.0016217498144956988,-0.002798250185504614,-0.0022100000000000453
14,2005-01-24,-0.0086999999999999,-0.0076312667935281,1.3149332513879026,38.527650895687245,0.6327648738328563,-0.0153338955761694,-0.00020999999999982144,-0.002474999999999783,-0.0027436441644912435,-0.0022063558355081003,-0.002474999999999783
15,2005-01-25,0.0126999999999999,-0.0084122787839524,1.3114547511731625,33.58514186519011,-0.728025136025737,-0.6290273089904868,-0.0015500000000001624,-0.003354999999999775,-0.004643321557348701,-0.002066678442651071,-0.003354999999999775
16,2005-01-26,-0.0049000000000001,-0.0079152109270601,1.2931926250457764,45.02416056006578,0.3067249444061041,0.9414306659464456,-0.0008000000000001339,-0.0027000000000001467,-0.006172417455913681,0.0007724174559136099,-0.0027000000000001467
17,2005-01-27,9.9999999999989e-05,-0.0078264516553976,1.2935349082946777,41.92830509353407,0.602130616025923,-0.1302781822361893,-0.0024900000000001032,-0.0026800000000000157,-0.005747796545146899,0.00038779654514708994,-0.0026800000000000157
18,2005-01-28,0.0016,-0.0076597433752587,1.2942773090362547,42.018708406987926,-0.3669444232092452,-0.061344988881231,-0.0017399999999998528,-0.002950000000000008,-0.008712507981345707,0.002812507981345469,-0.002950000000000008
